userId,utcMicrosecondsSinceEpoch,jointHeadX,jointHeadY,jointHeadZ,jointNeckX,jointNeckY,jointNeckZ,jointLeftShoulderX,jointLeftShoulderY,jointLeftShoulderZ,jointRightShoulderX,jointRightShoulderY,jointRightShoulderZ,jointLeftElbowX,jointLeftElbowY,jointLeftElbowZ,jointRightElbowX,jointRightElbowY,jointRightElbowZ,jointLeftHandX,jointLeftHandY,jointLeftHandZ,jointRightHandX,jointRightHandY,jointRightHandZ,jointTorsoX,jointTorsoY,jointTorsoZ,jointLeftHipX,jointLeftHipY,jointLeftHipZ,jointRightHipX,jointRightHipY,jointRightHipZ,jointLeftKneeX,jointLeftKneeY,jointLeftKneeZ,jointRightKneeX,jointRightKneeY,jointRightKneeZ,jointLeftFootX,jointLeftFootY,jointLeftFootZ,jointRightFootX,jointRightFootY,jointRightFootZ
1, 1638291702847872, -149.695, 483.107, 2019.59, -159.65, 329.23, 2042.52, -254.414, 345.81, 2115.39, -64.8866, 312.65, 1969.66, -445.758, 283.638, 2115.39, 84.0236, 299.04, 1795.16, -644.472, 252.165, 2115.39, 11.3476, 368.795, 1621, -178.223, 176.865, 2053.04, -252.553, 34.2565, 2106.43, -141.037, 14.7453, 2020.68, -242.567, -268.992, 2157.6, -141.037, -292.959, 2020.68, -232.965, -560.578, 2206.8, -141.037, -588.828, 2020.68
1, 1638291702871531, -149.793, 486.808, 2017.58, -161.641, 329.893, 2040.24, -254.681, 347.301, 2115.27, -68.6015, 312.484, 1965.21, -424.552, 239.498, 2115.27, 66.2178, 318.033, 1780.9, -616.849, 180.339, 2115.27, 7.37682, 372.94, 1602.1, -177.985, 177.243, 2055.39, -248.127, 34.6596, 2113.93, -140.53, 14.5271, 2027.16, -242.821, -270.156, 2155.65, -140.53, -293.177, 2027.16, -235.62, -562.535, 2200.39, -140.53, -589.046, 2027.16
1, 1638291702911653, -150.437, 488.361, 2016.84, -163.092, 328.737, 2039.56, -255.145, 346.606, 2115.89, -71.0386, 310.867, 1963.23, -400.064, 207.049, 2115.89, 69.23, 315.149, 1772.36, -583.3, 123.968, 2115.89, 12.1886, 369.412, 1594.64, -178.132, 176.788, 2057, -246.62, 35.2155, 2118.75, -139.724, 14.4648, 2030.11, -244.133, -270.624, 2152.48, -139.724, -293.239, 2030.11, -238.835, -563.648, 2193.07, -139.724, -589.109, 2030.11
1, 1638291702947517, -152.271, 489.186, 2015.85, -162.822, 328.228, 2038.34, -252.392, 346.054, 2116.35, -73.2531, 310.402, 1960.32, -373.09, 185.089, 2116.35, 67.1418, 315.09, 1771.59, -545.633, 81.6155, 2116.35, 11.0159, 368.082, 1591.59, -176.426, 176.372, 2057.42, -243.361, 35.1303, 2122.95, -136.699, 13.9024, 2030.05, -242.51, -271.373, 2150.09, -136.699, -293.802, 2030.05, -238.711, -564.927, 2186.84, -136.699, -589.671, 2030.05
1, 1638291702972410, -151.395, 490.065, 2015.97, -162.494, 328.299, 2037.39, -252.198, 346.796, 2115.28, -72.7895, 309.802, 1959.5, -351.242, 171.673, 2115.28, 66.4769, 314.383, 1769.36, -512.225, 50.9975, 2115.28, 8.43012, 366.519, 1587.82, -176.592, 176.174, 2057.28, -243.335, 34.9043, 2122.88, -138.044, 13.1933, 2031.46, -243.388, -272.029, 2144.65, -138.044, -294.511, 2031.46, -240.761, -566.015, 2177.87, -138.044, -590.38, 2031.46
1, 1638291703000162, -151.782, 489.516, 2014.36, -163.015, 326.537, 2036.84, -252.858, 345.202, 2115.02, -73.1714, 307.871, 1958.66, -333.382, 160.828, 2115.02, 66.759, 312.11, 1766.7, -482.495, 25.761, 2115.02, 6.92244, 364.539, 1583.63, -176.334, 175.164, 2057.67, -242.551, 34.7805, 2124.54, -136.756, 12.8011, 2032.48, -243.064, -272.429, 2141.97, -136.756, -294.903, 2032.48, -241.345, -566.768, 2171.97, -136.756, -590.772, 2032.48
1, 1638291703033429, -151.239, 489.752, 2014.29, -163.406, 327.681, 2036.28, -253.858, 346.534, 2113.98, -72.9536, 308.829, 1958.57, -318.942, 156.16, 2113.98, 67.01, 312.061, 1766.2, -456.274, 9.13052, 2113.98, 6.02032, 364.585, 1580.72, -176.751, 175.606, 2057.64, -243.065, 34.5707, 2124.5, -137.128, 12.4911, 2033.49, -243.777, -272.816, 2138.45, -137.128, -295.213, 2033.49, -242.754, -567.443, 2165.52, -137.128, -591.082, 2033.49
1, 1638291703066837, -152.465, 490.038, 2014.15, -162.887, 327.615, 2036.83, -252.838, 346.144, 2115.09, -72.9357, 309.086, 1958.58, -305.247, 151.899, 2115.09, 65.9543, 314.34, 1764.65, -431.156, -5.02408, 2115.09, 5.02306, 363.408, 1575.82, -175.854, 175.815, 2057.87, -242.103, 34.9899, 2125.26, -135.541, 13.0389, 2032.55, -242.866, -272.511, 2136.41, -135.541, -294.665, 2032.55, -242.372, -567.372, 2160.82, -135.541, -590.534, 2032.55
1, 1638291703100180, -151.929, 489.461, 2013.21, -162.927, 327.15, 2034.99, -252.649, 345.741, 2112.57, -73.2053, 308.56, 1957.4, -294.753, 149.004, 2112.57, 69.0228, 310.264, 1767.72, -409.771, -16.0676, 2112.57, 13.7302, 357.073, 1576.49, -175.619, 175.392, 2056.67, -241.67, 34.6898, 2124.5, -134.951, 12.5774, 2032.21, -242.404, -272.884, 2133.42, -134.951, -295.127, 2032.21, -242.306, -567.935, 2155.4, -134.951, -590.996, 2032.21
1, 1638291703145342, -151.58, 489.367, 2013.8, -162.917, 327.691, 2036.66, -254.928, 345.81, 2113.49, -70.905, 309.572, 1959.83, -288.701, 147.473, 2113.49, 72.6761, 307.428, 1769.31, -393.467, -24.2883, 2113.49, 18.7143, 353.496, 1576.96, -175.461, 175.859, 2057.45, -241.992, 34.6582, 2123.31, -134.021, 13.3967, 2033.15, -242.657, -272.963, 2130.43, -184.42, -271.455, 2138.02, -242.85, -568.168, 2150.24, -232.884, -545.35, 2238.87
1, 1638291703178546, -151.375, 490.509, 2013.14, -164.604, 329.291, 2037.42, -257.589, 347.711, 2113.71, -71.6195, 310.872, 1961.13, -284.654, 148.349, 2113.71, 74.9406, 304.155, 1774.12, -379.86, -28.8905, 2113.71, 6.0943, 353.939, 1588.33, -177.554, 176.913, 2058.43, -245.914, 35.511, 2124.9, -135.095, 13.5587, 2033.97, -246.497, -272.14, 2130.59, -147.998, -271.119, 2143.71, -246.898, -567.471, 2148.43, -220.53, -513.835, 2209.82
1, 1638291703204786, -152.28, 491.087, 2014.96, -165.469, 329.569, 2039.37, -258.483, 347.826, 2115.6, -72.456, 311.311, 1963.14, -280.158, 147.806, 2115.6, 74.8092, 300.858, 1776.8, -366.515, -33.9086, 2115.6, -1.20626, 352.741, 1595.6, -178.854, 177.521, 2059.45, -247.172, 36.2565, 2124.56, -137.304, 14.6904, 2034.52, -247.671, -271.413, 2129.12, -132.193, -269.532, 2147.74, -248.217, -566.846, 2145.17, -214.381, -500.135, 2188.21
1, 1638291703235128, -153.174, 490.669, 2015.12, -165.817, 328.707, 2039.86, -257.479, 347.208, 2116.49, -74.1556, 310.205, 1963.23, -274.832, 146.767, 2116.49, 74.1875, 300.24, 1778.09, -353.045, -38.5992, 2116.49, -5.63673, 351.989, 1599.77, -179.39, 177.001, 2060.25, -247.286, 36.26, 2126.06, -138.641, 14.3302, 2035.23, -247.705, -271.422, 2129.7, -126.079, -268.511, 2153.21, -248.346, -566.938, 2144.15, -209.847, -495.854, 2175.98
1, 1638291703268519, -152.891, 491.044, 2014.92, -166.148, 328.982, 2039.83, -257.317, 347.621, 2116.88, -74.9795, 310.344, 1962.78, -271.205, 146.91, 2116.88, 74.1263, 299.766, 1777.01, -341.957, -41.4306, 2116.88, -8.11391, 352.188, 1602.45, -179.882, 177.059, 2060.33, -247.43, 36.1377, 2126.31, -139.801, 14.1339, 2035.35, -247.779, -271.552, 2129.22, -121.367, -268.513, 2154.15, -248.477, -567.135, 2142.22, -208.728, -494.251, 2167.57
1, 1638291703307205, -152.721, 491.03, 2012.94, -166.893, 329.342, 2039.12, -258.328, 348.931, 2115.53, -75.457, 309.754, 1962.7, -269.442, 148.047, 2115.53, 74.6138, 299.324, 1776.92, -333.381, -42.7137, 2115.53, -9.334, 352.931, 1605.64, -180.956, 177.262, 2061.27, -249.817, 36.9211, 2129.22, -140.222, 13.4424, 2037.63, -250.104, -270.774, 2131.55, -120.418, -267.761, 2160.22, -250.831, -566.411, 2143.25, -207.231, -493.868, 2165.54
1, 1638291703341537, -153.36, 491.002, 2013.71, -166.866, 328.782, 2039.37, -257.961, 348.078, 2116.17, -75.7705, 309.486, 1962.56, -266.853, 147.084, 2116.17, 74.7578, 297.291, 1778.03, -324.591, -45.6445, 2116.17, -10.0665, 352.7, 1609.2, -180.686, 177.238, 2061.05, -247.814, 36.9859, 2127.68, -141.198, 14.4021, 2037.79, -248.049, -270.712, 2129.54, -119.492, -266.908, 2160.17, -248.783, -566.393, 2140.07, -206.499, -493.276, 2160.58
1, 1638291703374622, -153.342, 490.668, 2014.83, -166.518, 327.37, 2039.78, -256.973, 346.173, 2117.26, -76.063, 308.566, 1962.31, -264.088, 145.108, 2117.26, 75.7333, 295.548, 1778.17, -316.192, -49.2195, 2117.26, -10.8337, 352.453, 1612.49, -180.092, 176.246, 2060.61, -246.656, 36.137, 2126.83, -140.674, 14.1061, 2036.06, -246.848, -271.563, 2128.32, -97.3846, -273.651, 2136.08, -247.572, -567.28, 2137.79, -197.109, -551.926, 2148.59
1, 1638291703403505, -152.16, 490.43, 2015.32, -167.069, 328.12, 2038.58, -258.106, 347.005, 2115.33, -76.0324, 309.234, 1961.82, -263.798, 145.895, 2115.33, 76.3585, 295.224, 1778.56, -310.794, -49.7305, 2115.33, -11.3682, 353.466, 1615.04, -180.488, 176.263, 2060.03, -247.242, 35.4698, 2126.44, -140.57, 13.341, 2036.51, -247.397, -272.232, 2127.64, -88.9342, -280.159, 2113.14, -248.101, -567.978, 2136.16, -180.619, -560.626, 2134.85
1, 1638291703447883, -153.199, 490.457, 2013.34, -166.601, 329.434, 2039.37, -257.518, 348.629, 2116.66, -75.6838, 310.239, 1962.08, -262.072, 147.489, 2116.66, 77.9045, 293.539, 1780.06, -304.443, -49.1899, 2116.66, -11.1519, 354.465, 1619.14, -180.126, 177.22, 2061.26, -246.784, 36.2242, 2128.32, -140.52, 13.7894, 2037.98, -246.91, -271.478, 2129.28, -88.8247, -284.194, 2094.69, -247.585, -567.248, 2136.94, -171.754, -566.788, 2123.01
1, 1638291703478125, -152.661, 490.666, 2014.15, -166.271, 328.584, 2038.29, -257.101, 347.715, 2114.57, -75.4413, 309.454, 1962.01, -260.745, 146.557, 2114.57, 75.9544, 293.599, 1784.97, -298.933, -50.9764, 2114.57, -8.29845, 355.207, 1621.88, -179.523, 176.942, 2060.54, -246.175, 36.5457, 2127.64, -139.376, 14.0515, 2037.95, -246.277, -271.157, 2128.4, -91.9154, -287.161, 2079.18, -246.919, -566.946, 2135.3, -166.008, -571.73, 2111.88
1, 1638291703500459, -153.576, 490.224, 2013.67, -164.72, 327.582, 2037.27, -254.649, 346.466, 2113.97, -74.7911, 308.699, 1960.58, -257.564, 145.295, 2113.97, 75.9077, 292.609, 1788.49, -291.974, -52.9313, 2113.97, -1.65647, 354.885, 1623.3, -178.07, 176.164, 2058.9, -244.492, 35.8885, 2125.79, -138.349, 13.6008, 2035.27, -244.574, -271.815, 2126.4, -96.8623, -289.835, 2065.05, -245.18, -567.619, 2132.6, -162.453, -576.179, 2100.32
1, 1638291703533316, -154.034, 490.728, 2014.99, -163.756, 327.71, 2037.25, -253.368, 345.445, 2115.55, -74.1434, 309.975, 1958.95, -255.7, 144.268, 2115.55, 74.0302, 297.959, 1782.69, -286.698, -54.5212, 2115.55, -0.883133, 360.317, 1612.94, -176.14, 176.181, 2057.4, -241.132, 35.0625, 2123.52, -135.918, 14.2395, 2031.58, -241.198, -272.641, 2124, -100.716, -290.686, 2053.11, -241.766, -568.457, 2129.59, -158.386, -578.588, 2089.51
1, 1638291703566523, -151.989, 489.962, 2014.11, -164.804, 327.981, 2035.99, -255.433, 346.013, 2113.61, -74.1745, 309.948, 1958.36, -257.298, 144.831, 2113.61, 75.1785, 298.749, 1782.18, -285.217, -54.4138, 2113.61, -0.240417, 367.17, 1614.45, -177.087, 176.001, 2056.95, -242.414, 34.5748, 2123.35, -136.329, 13.4669, 2032.48, -242.467, -273.129, 2123.74, -107.018, -292.439, 2048.11, -242.996, -568.955, 2128.76, -157.474, -581.687, 2084.56
1, 1638291703603810, -153.632, 490.429, 2013.82, -165.151, 327.839, 2037.34, -255.585, 345.993, 2116.02, -74.7166, 309.685, 1958.66, -257.077, 144.808, 2116.02, 71.9938, 307.165, 1774.25, -282.219, -54.8062, 2116.02, 1.99397, 375.091, 1605.96, -177.446, 176.01, 2058.24, -242.43, 34.7573, 2124.98, -137.054, 13.6035, 2033.3, -242.472, -272.947, 2125.29, -112.946, -292.942, 2044.73, -242.963, -568.781, 2129.81, -156.939, -583.334, 2080.44
1, 1638291703638679, -153.06, 490.068, 2012.82, -165.139, 328.515, 2037.16, -255.236, 347.286, 2115.2, -75.0411, 309.743, 1959.11, -357.635, 177.94, 2111.28, 69.8205, 313.606, 1771.74, -462.397, 29.9463, 2024.1, 4.56279, 382.874, 1603.72, -177.862, 176.323, 2059.07, -243.324, 35.1191, 2126.67, -137.846, 13.1434, 2035.31, -243.358, -272.585, 2126.92, -118.179, -293.816, 2043.74, -243.812, -568.426, 2130.99, -156.45, -585.174, 2078.15
1, 1638291703678977, -153.125, 489.823, 2011.2, -165.077, 328.138, 2036.74, -255.234, 347.428, 2114.6, -74.919, 308.849, 1958.88, -407.679, 232.237, 2115.37, 67.412, 318.802, 1766.37, -526.383, 160.092, 1978.68, 11.0852, 389.169, 1595.44, -178.216, 176.276, 2059.15, -244.126, 35.7039, 2127.13, -138.584, 13.1229, 2035.98, -244.154, -272, 2127.33, -122.628, -294.103, 2042.26, -244.572, -567.846, 2130.99, -155.879, -586.268, 2075.01
1, 1638291703710773, -152.838, 489.1, 2009.9, -165.151, 327.599, 2036.12, -255.992, 346.817, 2113.2, -74.3107, 308.382, 1959.04, -430.74, 277.227, 2120.22, 65.7067, 321.901, 1762.68, -538.578, 264.221, 1961.69, 14.2454, 393.537, 1591.35, -178.303, 175.837, 2058.46, -244.624, 35.3236, 2125.91, -138.283, 12.827, 2035.68, -244.646, -272.38, 2126.07, -125.387, -294.57, 2040.4, -245.03, -568.231, 2129.36, -154.261, -587.407, 2071.25
1, 1638291703735048, -153.182, 489.585, 2010.24, -165.319, 327.405, 2036.14, -256.158, 346.261, 2113.32, -74.4811, 308.548, 1958.97, -438.393, 311.006, 2126.11, 67.8535, 321.45, 1761.34, -529.798, 339.66, 1961, 15.8441, 396.625, 1593.46, -178.084, 175.624, 2058.2, -244.017, 34.8812, 2125.44, -137.68, 12.8073, 2035.09, -244.035, -272.823, 2125.56, -127.286, -294.7, 2038.67, -244.387, -568.677, 2128.53, -152.359, -588.091, 2067.52
1, 1638291703773049, -153.467, 489.896, 2011.41, -165.151, 327.281, 2036.54, -255.955, 345.706, 2113.86, -74.3465, 308.856, 1959.22, -437.979, 334.81, 2131.18, 68.9258, 320.725, 1761.17, -514.446, 393.014, 1966.44, 16.7736, 400.315, 1597.28, -177.783, 175.417, 2057.89, -243.564, 34.3378, 2124.5, -137.267, 12.7693, 2033.99, -243.578, -273.366, 2124.6, -128.904, -294.809, 2036.72, -243.9, -569.223, 2127.27, -150.688, -588.656, 2063.52
1, 1638291703808111, -153.24, 489.93, 2012.5, -165.187, 327.243, 2036.98, -256.201, 345.509, 2114.1, -74.1722, 308.977, 1959.87, -436.537, 351.35, 2134.28, 72.9634, 319.363, 1762.09, -499.873, 429.679, 1973.37, 17.262, 402.452, 1600.68, -178.035, 175.337, 2057.8, -244.154, 34.1223, 2123.75, -137.612, 12.7399, 2033.48, -244.165, -273.582, 2123.84, -130.894, -294.884, 2035.59, -244.459, -569.441, 2126.23, -149.836, -589.105, 2060.36
1, 1638291703841560, -153.067, 490.547, 2013.04, -164.735, 327.672, 2036.79, -255.803, 345.532, 2113.94, -73.6663, 309.811, 1959.65, -428.481, 390.008, 2141.35, 76.482, 316.68, 1765.04, -456.163, 509.848, 1998.31, 17.4204, 403.86, 1605.19, -177.381, 175.68, 2057.05, -243.33, 34.1424, 2122.46, -136.726, 13.2351, 2032.16, -243.339, -273.562, 2122.53, -131.334, -294.417, 2033.79, -243.606, -569.423, 2124.69, -147.824, -588.946, 2056.59
1, 1638291703875107, -153.13, 491.012, 2013.32, -164.96, 328.541, 2036.86, -255.86, 346.209, 2114.25, -74.0594, 310.873, 1959.47, -427.741, 389.504, 2142.18, 78.2401, 314.34, 1766.52, -455.823, 511.11, 1999.79, 17.5428, 404.832, 1609.68, -177.686, 176.494, 2056.63, -243.617, 34.7881, 2121.69, -137.209, 14.1058, 2031.1, -243.625, -272.916, 2121.74, -132.884, -293.565, 2032.37, -243.868, -568.779, 2123.68, -147.26, -588.344, 2053.28
1, 1638291703908296, -153.136, 491.139, 2013.95, -165.311, 329.06, 2036.94, -255.861, 346.612, 2114.77, -74.7611, 311.507, 1959.12, -426.87, 389.252, 2143.09, 82.6194, 311.67, 1770.76, -456.053, 511.931, 2002.1, 17.6935, 405.535, 1614.67, -177.937, 176.985, 2056.55, -243.562, 35.1839, 2121.71, -137.563, 14.6369, 2030.61, -243.568, -272.52, 2121.75, -134.097, -293.046, 2031.61, -243.79, -568.384, 2123.5, -146.647, -588.03, 2050.73
1, 1638291703941430, -152.882, 490.602, 2013.27, -165.481, 328.944, 2036.69, -255.795, 346.452, 2114.8, -75.1675, 311.436, 1958.59, -425.436, 390.126, 2147.04, 81.3107, 313.335, 1768.38, -457.385, 513.539, 2004.66, 18.6865, 410.245, 1615.59, -178.017, 176.861, 2056.29, -243.414, 35.0247, 2121.6, -137.692, 14.5295, 2030.17, -243.419, -272.679, 2121.63, -134.915, -293.161, 2030.95, -243.62, -568.544, 2123.21, -145.889, -588.311, 2048.4
1, 1638291703969806, -152.717, 491.063, 2015.43, -165.219, 329.234, 2037.25, -255.542, 346.342, 2115.44, -74.8952, 312.125, 1959.07, -424.217, 385.563, 2155.02, 79.1547, 313.667, 1764.19, -459.998, 515.87, 2014.19, 21.3027, 414.211, 1613.21, -177.746, 177.055, 2056.08, -243.141, 34.8891, 2120.67, -137.407, 14.8618, 2029.15, -243.144, -272.815, 2120.7, -135.183, -292.834, 2029.76, -243.327, -568.681, 2122.11, -144.794, -588.119, 2045.66
1, 1638291704004850, -152.884, 490.278, 2014.51, -165.185, 329.003, 2036.98, -255.18, 345.994, 2115.57, -75.1907, 312.012, 1958.4, -423.687, 380.343, 2167.25, 77.0771, 313.834, 1765.59, -459.604, 514.757, 2026.14, 19.9425, 417.257, 1616.17, -177.531, 176.801, 2055.75, -242.551, 34.5436, 2120.52, -137.202, 14.654, 2028.52, -242.554, -273.16, 2120.54, -135.421, -293.044, 2029.01, -242.719, -569.027, 2121.81, -143.853, -588.44, 2043.47
1, 1638291704045309, -152.755, 490.495, 2014.05, -164.903, 328.914, 2036.74, -254.848, 345.88, 2115.39, -74.9578, 311.947, 1958.09, -424.944, 376.788, 2174.4, 76.5404, 312.417, 1770.3, -456.173, 513.914, 2032.75, 17.7616, 422.573, 1625.92, -177.033, 176.718, 2055.7, -241.809, 34.4528, 2120.7, -136.519, 14.5911, 2028.63, -241.812, -273.251, 2120.72, -135.093, -293.109, 2029.02, -241.961, -569.118, 2121.86, -142.502, -588.595, 2042.14
1, 1638291704079103, -152.415, 489.927, 2012.32, -164.781, 328.09, 2036.63, -254.32, 345.951, 2115.54, -75.2425, 310.23, 1957.72, -422.705, 374.298, 2179.36, 77.2717, 313.209, 1772.65, -451.842, 514.17, 2038.88, 17.7392, 426.554, 1628.95, -177.363, 176.086, 2056.76, -242.353, 34.5362, 2123.07, -137.538, 13.6281, 2030.7, -242.355, -273.168, 2123.09, -136.397, -294.074, 2031.01, -242.49, -569.035, 2124.12, -142.917, -589.631, 2042.91
1, 1638291704105649, -152.408, 489.672, 2012.45, -165.019, 327.622, 2036.43, -254.458, 345.735, 2115.4, -75.5808, 309.509, 1957.46, -423.828, 371.114, 2180.34, 77.6368, 314.604, 1772.33, -455.059, 518.775, 2048.45, 20.192, 433.559, 1626.66, -178.141, 175.644, 2056.43, -243.611, 34.268, 2122.65, -138.914, 13.0648, 2030.2, -243.613, -273.436, 2122.66, -138.001, -294.638, 2030.45, -243.736, -569.304, 2123.58, -143.749, -590.255, 2041.23
1, 1638291704138597, -152.367, 490.221, 2013.52, -165.332, 327.712, 2036.47, -254.902, 345.731, 2115.31, -75.7618, 309.692, 1957.63, -426.095, 367.933, 2179.1, 79.8178, 314.802, 1769.16, -457.921, 522.243, 2055.02, 24.9048, 438.374, 1623.22, -178.564, 175.704, 2056.18, -244.36, 34.2714, 2122.16, -139.232, 13.1221, 2029.62, -244.362, -273.433, 2122.16, -148.895, -270.681, 2142.66, -244.473, -569.301, 2123, -213.407, -520.842, 2194.19
1, 1638291704172438, -152.208, 490.075, 2014.55, -164.879, 327.539, 2036.74, -254.299, 344.923, 2115.89, -75.4596, 310.155, 1957.59, -424.112, 370.325, 2182.57, 78.9074, 318.401, 1764.58, -459.817, 524.651, 2059.11, 31.3123, 443.841, 1618.4, -177.651, 175.402, 2055.72, -242.274, 33.3447, 2120.61, -138.573, 13.1844, 2028.81, -242.275, -274.359, 2120.61, -133.204, -270.396, 2144.44, -242.375, -570.228, 2121.36, -209.385, -502.388, 2183.58
1, 1638291704205640, -152.371, 489.925, 2014.57, -164.965, 327.443, 2036.29, -254.791, 344.41, 2115.08, -75.1377, 310.476, 1957.51, -423.1, 371.382, 2184.69, 78.9548, 318.701, 1763.79, -461.317, 526.478, 2062.7, 37.9554, 444.747, 1617.14, -177.496, 175.224, 2054.79, -242.372, 32.8925, 2119.19, -137.684, 13.119, 2027.37, -242.373, -274.812, 2119.19, -125.813, -269.322, 2146.86, -242.463, -570.68, 2119.87, -207.827, -495.156, 2173.37
1, 1638291704238913, -152.355, 489.772, 2013.58, -164.713, 327.793, 2035.68, -254.776, 345.059, 2114.13, -74.6499, 310.526, 1957.23, -422.271, 372.517, 2187.08, 78.4751, 318.852, 1764.89, -462.193, 527.497, 2065.33, 40.8835, 444.683, 1618.7, -177.603, 175.628, 2054.37, -243.569, 33.6379, 2119.3, -137.419, 13.2871, 2026.84, -243.57, -274.066, 2119.3, -122.154, -267.255, 2151.18, -243.652, -569.935, 2119.91, -206.721, -491.855, 2166.98
1, 1638291704272415, -152.23, 489.688, 2012.58, -164.463, 327.932, 2035.12, -254.74, 345.373, 2113.29, -74.1872, 310.49, 1956.96, -421.986, 373.206, 2188.66, 78.7365, 317.426, 1767.45, -462.561, 527.99, 2066.8, 42.1431, 444.559, 1622.41, -177.379, 175.809, 2054.15, -243.386, 33.9449, 2119.15, -137.203, 13.4298, 2027.21, -243.386, -273.759, 2119.15, -118.71, -266.292, 2153.46, -243.46, -569.628, 2119.7, -205.439, -493.432, 2161.83
1, 1638291704305560, -152.099, 489.553, 2012.59, -164.339, 327.681, 2035.33, -254.616, 344.931, 2113.54, -74.0611, 310.432, 1957.13, -423.816, 373.602, 2189.67, 79.864, 315.716, 1769.72, -462.789, 528.149, 2066.95, 41.2237, 443.464, 1626.47, -176.938, 175.531, 2054.35, -242.631, 33.5246, 2119.36, -136.445, 13.2354, 2027.37, -242.632, -274.179, 2119.36, -95.201, -273.412, 2131.36, -242.698, -570.048, 2119.85, -193.17, -551.762, 2152.85
1, 1638291704338876, -152.43, 490.201, 2013.09, -164.703, 328.116, 2035.27, -254.829, 345.023, 2113.72, -74.5782, 311.209, 1956.81, -418.908, 372.801, 2190.34, 81.4307, 312.858, 1771.36, -462.501, 528.088, 2068.38, 40.9406, 442.027, 1631.3, -177.317, 175.882, 2053.58, -242.934, 33.5907, 2118.04, -136.928, 13.7045, 2025.76, -242.935, -274.113, 2118.04, -86.4473, -279.019, 2106.05, -242.995, -569.982, 2118.48, -175.577, -559.559, 2135.91
1, 1638291704374908, -152.079, 490.357, 2011.84, -164.422, 328.096, 2035.02, -254.038, 346.014, 2113.83, -74.8059, 310.179, 1956.22, -415.448, 371.398, 2192.17, 81.2176, 313.431, 1774.68, -465.302, 528.351, 2072.11, 41.7816, 436.839, 1631.45, -177.271, 176.095, 2054.97, -242.824, 34.6316, 2121.26, -137.418, 13.5568, 2028.57, -242.824, -273.072, 2121.27, -86.2724, -283.9, 2088.45, -242.879, -568.941, 2121.66, -166.099, -566.563, 2124.05
1, 1638291704411499, -151.917, 490.26, 2011.71, -164.327, 327.897, 2035.11, -253.996, 346.082, 2113.8, -74.6587, 309.712, 1956.42, -411.723, 369.7, 2194.08, 81.6104, 313.213, 1776.34, -463.8, 524.763, 2070.2, 42.4865, 433.65, 1631.53, -177.413, 175.945, 2055.31, -243.232, 34.6876, 2121.79, -137.766, 13.299, 2029.24, -243.232, -273.016, 2121.79, -90.4775, -287.565, 2073.13, -243.281, -568.885, 2122.15, -161.13, -572.196, 2112.27
1, 1638291704447455, -151.701, 490.636, 2012.15, -163.844, 328.006, 2035.01, -253.429, 346.091, 2113.83, -74.2593, 309.92, 1956.2, -409.862, 369.351, 2195.04, 81.8045, 313.106, 1777.67, -466.142, 523.073, 2066.92, 42.6983, 431.791, 1631.04, -177.343, 176.002, 2054.55, -243.525, 34.6345, 2120.44, -138.157, 13.3629, 2027.74, -243.525, -273.07, 2120.44, -96.6252, -289.845, 2059.71, -243.569, -568.939, 2120.76, -158.604, -576.244, 2100.61
1, 1638291704471932, -151.932, 490.983, 2012.37, -163.759, 328.404, 2034.84, -253.425, 346.513, 2113.55, -74.093, 310.296, 1956.13, -410.431, 369.675, 2194.02, 81.9013, 312.553, 1776.83, -470.371, 525.896, 2066.13, 40.6422, 430.147, 1631.18, -177.374, 176.399, 2054.3, -243.721, 35.0427, 2120.05, -138.258, 13.7443, 2027.47, -243.721, -272.661, 2120.05, -102.899, -291.033, 2050.76, -243.761, -568.53, 2120.34, -156.913, -578.983, 2092.06
1, 1638291704500419, -151.98, 491.106, 2011.48, -163.713, 328.591, 2034.43, -253.671, 346.674, 2112.82, -73.7553, 310.509, 1956.05, -412.216, 370.838, 2192.51, 81.4501, 313.276, 1776.92, -471.995, 525.41, 2058.39, 38.9858, 428.637, 1630.1, -177.053, 176.599, 2054.19, -243.296, 35.2401, 2120.04, -137.488, 13.9719, 2027.84, -243.296, -272.464, 2120.04, -107.973, -291.838, 2044.89, -243.332, -568.333, 2120.3, -154.823, -581.127, 2085.59
1, 1638291704533524, -151.586, 491.35, 2011.04, -163.234, 329.295, 2033.94, -253.098, 347.384, 2112.43, -73.3694, 311.207, 1955.45, -413.607, 371.919, 2189.76, 81.7252, 312.138, 1776.46, -470.83, 522.772, 2046.48, 37.871, 426.504, 1627.88, -176.74, 177.292, 2053.51, -243.095, 35.9272, 2119.23, -137.398, 14.6517, 2026.91, -243.095, -271.777, 2119.23, -113.075, -291.832, 2039.48, -243.127, -567.646, 2119.47, -153.578, -582.259, 2078.85
1, 1638291704568421, -151.079, 490.935, 2011.81, -163.088, 328.926, 2034.2, -252.939, 347.148, 2112.68, -73.2362, 310.704, 1955.73, -414.304, 373.46, 2189.88, 81.8627, 311.069, 1779.73, -471.801, 517.779, 2038.01, 37.8945, 418.541, 1625.66, -176.846, 176.941, 2053.74, -243.446, 35.6734, 2119.43, -137.764, 14.241, 2027.13, -243.446, -272.031, 2119.43, -117.892, -292.678, 2036.47, -243.475, -567.9, 2119.64, -152.835, -584.066, 2074.04
