subjectId,samples,startTime,startDate,endTime,endDate,minHeadDisplacement,maxHeadDisplacement,meanHeadDisplacement,rateHeadDisplacement,minTorsoDisplacement,maxTorsoDisplacement,meanTorsoDisplacement,rateTorsoDisplacement
27,45071,1637341611947226,2021-11-19 11:06:51.947226-06:00,1637343116308276,2021-11-19 11:31:56.308276-06:00,0.026645825188937,215.91585795100832,2.3953861883565555,71.76472397316421,0.047381430961913,126.94761251004294,3.559097901197683,106.62901861689399
28,41499,1637349828781294,2021-11-19 13:23:48.781294-06:00,1637351214151121,2021-11-19 13:46:54.151121-06:00,0.0101980390274014,100.03551551324163,1.437023594253696,43.04526051608583,0.0,63.244919465598194,2.9161063676234193,87.35038087677066
29,57281,1637353919798839,2021-11-19 14:31:59.798839-06:00,1637355831893486,2021-11-19 15:03:51.893486-06:00,0.0305450486985855,427.636666680957,2.1241971090832523,63.63388475522938,0.0126712272491532,214.9842209581904,5.5964367967885105,167.65064439827697
30,41584,1637358075898539,2021-11-19 15:41:15.898539-06:00,1637359463823173,2021-11-19 16:04:23.823173-06:00,0.0181107702762765,144.9977099198466,1.7068801772702675,51.139086858681345,0.0166733320005291,84.9738233764375,3.6354901038360112,108.92132129114766
31,19579,1637598115833351,2021-11-22 10:21:55.833351-06:00,1637598769370020,2021-11-22 10:32:49.370020-06:00,0.0254754784057028,57.82083265571337,1.2613698830265438,37.786861459022,0.0170496334271403,27.03368347543487,1.959113104533236,58.689157288206935
32,44503,1637613264954074,2021-11-22 14:34:24.954074-06:00,1637614750616018,2021-11-22 14:59:10.616018-06:00,0.0320624390837776,136.5792544422468,2.817963102095664,84.41018125013038,0.022230834442284,116.742898220834,4.271835516954714,127.95994737785456
33,42202,1637617706591936,2021-11-22 15:48:26.591936-06:00,1637619115353664,2021-11-22 16:11:55.353664-06:00,0.0162788205960883,308.7555663581792,2.8547929189824885,85.51844756956672,0.0,253.8169395391095,3.8509882760444447,115.3605702137244
34,52300,1637683404423863,2021-11-23 10:03:24.423863-06:00,1637685150259303,2021-11-23 10:32:30.259303-06:00,0.0313847096529209,364.26206085109936,4.996373563230835,149.67352305748162,0.0,237.28879643626243,5.873610640983863,175.95241560270713
35,42098,1637688881865904,2021-11-23 11:34:41.865904-06:00,1637690286999826,2021-11-23 11:58:06.999826-06:00,0.0315753068076745,296.0377172057641,1.8742703189701755,56.15205524707816,0.0,91.04821713795388,2.703364551198331,80.99123914809071
36,47396,1637695190603822,2021-11-23 13:19:50.603822-06:00,1637696772469112,2021-11-23 13:46:12.469112-06:00,0.0149999999999749,523.3497122908543,2.03021935785139,60.82834428041965,0.0,412.45502750516937,2.6657993145834,79.87125029760271
37,47492,1637698981871640,2021-11-23 14:23:01.871640-06:00,1637700566882513,2021-11-23 14:49:26.882513-06:00,0.0262678510731099,363.9448039442245,3.6467598543626627,109.26629917417475,0.0022360679775104,205.9741073017917,4.158897645464745,124.61126383753549
38,53144,1638201130711533,2021-11-29 09:52:10.711533-06:00,1638202904281218,2021-11-29 10:21:44.281218-06:00,0.0356931365951192,502.18356342775706,8.24119803570684,246.9381332550056,0.0,117.79324660183195,5.532983238798428,165.78955467400544
39,54257,1638206311849448,2021-11-29 11:18:31.849448-06:00,1638208123049510,2021-11-29 11:48:43.049510-06:00,0.0309515750810576,355.44794702662153,4.768230695410891,142.83630507639256,0.0,213.06387378436543,4.694457390705629,140.62636454907656
40,38087,1638218357411075,2021-11-29 14:39:17.411075-06:00,1638219628519444,2021-11-29 15:00:28.519444-06:00,0.0189736659610199,340.494326444656,2.4207715458387042,72.53315873244188,0.0234307490277263,86.28115029947146,3.989741394832365,119.54393069029187
41,38145,1638222367692750,2021-11-29 15:46:07.692750-06:00,1638223640652824,2021-11-29 16:07:20.652824-06:00,0.01403566884759,469.5730876753905,2.391161150887212,71.65067687695777,0.0,229.6373088835741,3.106248667224316,93.07813464273953
42,55920,1638289304747722,2021-11-30 10:21:44.747722-06:00,1638291171467488,2021-11-30 10:52:51.467488-06:00,0.0150996688705458,159.24869443734855,2.279293579836517,68.27796009466911,0.0581377674149778,99.8328120720337,3.513056701932547,105.2362659320382
43,38961,1638292036973634,2021-11-30 11:07:16.973634-06:00,1638293337008885,2021-11-30 11:28:57.008885-06:00,0.0010000000000047,280.0057760786551,1.7565286420494748,52.64038482157128,0.0,116.44708744318169,3.1306896290471338,93.8218158729573
