participant,session,condition,trialType,posture,blockNum,trialNum,switchTrialType,congruantTrialType,cueType,shapeType,shapeColor,response,correctResponse,correct,reactionTime,date,utcTime
1,1,1,experiment,standing,1,1,buffer,buffer,solid,square,blue,right,left,no,0.9088129997253418,2021-11-10 10:22:00,1636561737.1790671
1,1,1,experiment,standing,1,2,noswitch,congruant,solid,square,blue,left,left,yes,0.5947349071502686,2021-11-10 10:22:00,1636561744.1281517
1,1,1,experiment,standing,1,3,switch,incongruant,dashed,square,blue,right,right,yes,0.7084870338439941,2021-11-10 10:22:00,1636561746.1949935
1,1,1,experiment,standing,1,4,noswitch,congruant,dashed,square,blue,right,right,yes,0.5995199680328369,2021-11-10 10:22:00,1636561748.139821
1,1,1,experiment,standing,1,5,noswitch,congruant,dashed,square,yellow,right,right,yes,0.4399409294128418,2021-11-10 10:22:00,1636561749.9110022
1,1,1,experiment,standing,1,6,noswitch,congruant,dashed,square,yellow,right,right,yes,0.38472580909729,2021-11-10 10:22:00,1636561751.62303
1,1,1,experiment,standing,1,7,switch,incongruant,solid,triangle,blue,left,left,yes,0.4641029834747314,2021-11-10 10:22:00,1636561753.4547527
1,1,1,experiment,standing,1,8,noswitch,incongruant,solid,square,yellow,right,right,yes,0.2919869422912597,2021-11-10 10:22:00,1636561755.1092012
1,1,1,experiment,standing,1,9,switch,congruant,dashed,square,yellow,right,right,yes,0.3981409072875976,2021-11-10 10:22:00,1636561756.879166
1,1,1,experiment,standing,1,10,noswitch,congruant,dashed,square,blue,right,right,yes,0.6441290378570557,2021-11-10 10:22:00,1636561758.8879952
1,1,1,experiment,standing,1,11,noswitch,congruant,dashed,square,blue,right,right,yes,0.4062240123748779,2021-11-10 10:22:00,1636561760.6586635
1,1,1,experiment,standing,1,12,switch,incongruant,solid,triangle,blue,left,left,yes,0.55538010597229,2021-11-10 10:22:00,1636561762.5475094
1,1,1,experiment,standing,1,13,noswitch,congruant,solid,triangle,blue,left,left,yes,0.5672109127044678,2021-11-10 10:22:00,1636561764.4361224
1,1,1,experiment,standing,1,14,switch,congruant,dashed,triangle,yellow,left,left,yes,0.595412015914917,2021-11-10 10:22:00,1636561766.3863475
1,1,1,experiment,standing,1,15,noswitch,congruant,dashed,triangle,blue,left,left,yes,1.1515820026397705,2021-11-10 10:22:00,1636561768.86718
1,1,1,experiment,standing,1,16,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.5277268886566162,2021-11-10 10:22:00,1636561770.7590306
1,1,1,experiment,standing,1,17,switch,incongruant,solid,triangle,blue,timeout,left,no,,2021-11-10 10:22:00,1636561773.4788444
1,1,1,experiment,standing,1,18,noswitch,incongruant,solid,triangle,yellow,timeout,right,no,,2021-11-10 10:22:00,1636561781.2459164
1,1,1,experiment,standing,1,19,switch,incongruant,dashed,triangle,blue,left,left,yes,1.083976984024048,2021-11-10 10:22:00,1636561788.6607623
1,1,1,experiment,standing,1,20,switch,congruant,solid,square,blue,right,left,no,0.6902868747711182,2021-11-10 10:22:00,1636561790.7282128
1,1,1,experiment,standing,1,21,switch,congruant,dashed,triangle,yellow,timeout,left,no,,2021-11-10 10:22:00,1636561798.4995005
1,1,1,experiment,standing,1,22,switch,incongruant,solid,square,yellow,right,right,yes,0.5158069133758545,2021-11-10 10:22:00,1636561805.3881624
1,1,1,experiment,standing,1,23,switch,incongruant,dashed,triangle,yellow,left,left,yes,0.627094030380249,2021-11-10 10:22:00,1636561807.3360507
1,1,1,experiment,standing,1,24,switch,incongruant,solid,square,yellow,right,right,yes,0.6092419624328613,2021-11-10 10:22:00,1636561809.2876415
1,1,1,experiment,standing,1,25,switch,incongruant,dashed,triangle,blue,left,left,yes,0.8300001621246338,2021-11-10 10:22:00,1636561811.4764357
1,1,1,experiment,standing,1,26,switch,incongruant,solid,triangle,yellow,right,right,yes,0.510948896408081,2021-11-10 10:22:00,1636561813.3691957
1,1,1,experiment,standing,1,27,switch,incongruant,dashed,triangle,blue,left,left,yes,0.5243198871612549,2021-11-10 10:22:00,1636561815.2614267
1,1,1,experiment,standing,1,28,noswitch,incongruant,dashed,square,blue,right,right,yes,0.4763360023498535,2021-11-10 10:22:00,1636561817.09525
1,1,1,experiment,standing,1,29,switch,congruant,solid,triangle,yellow,right,right,yes,0.6579949855804443,2021-11-10 10:22:00,1636561819.1031158
1,1,1,experiment,standing,1,30,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.438060998916626,2021-11-10 10:22:00,1636561820.875648
1,1,1,experiment,standing,1,31,switch,congruant,dashed,triangle,yellow,left,left,yes,0.3776650428771972,2021-11-10 10:22:00,1636561822.5879862
1,1,1,experiment,standing,1,32,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.680729866027832,2021-11-10 10:22:00,1636561824.6562614
1,1,1,experiment,standing,1,33,switch,congruant,solid,triangle,yellow,right,right,yes,0.5053868293762207,2021-11-10 10:22:00,1636561826.4857872
1,1,1,experiment,standing,1,34,noswitch,congruant,solid,triangle,yellow,right,right,yes,0.6477999687194824,2021-11-10 10:22:00,1636561828.4941642
1,1,1,experiment,standing,1,35,switch,incongruant,dashed,triangle,blue,left,left,yes,0.7487850189208984,2021-11-10 10:22:00,1636561830.5609598
1,1,1,experiment,standing,1,36,switch,incongruant,solid,square,yellow,right,right,yes,0.8563470840454102,2021-11-10 10:22:00,1636561832.7458172
1,1,1,experiment,standing,1,37,noswitch,incongruant,solid,square,blue,left,left,yes,1.092216968536377,2021-11-10 10:22:00,1636561835.1689143
1,1,1,experiment,standing,1,38,noswitch,incongruant,solid,triangle,yellow,right,right,yes,0.7904999256134033,2021-11-10 10:22:00,1636561837.2953875
1,1,1,experiment,standing,1,39,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.4217410087585449,2021-11-10 10:22:00,1636561839.0715208
1,1,1,experiment,standing,1,40,noswitch,incongruant,solid,square,yellow,right,right,yes,0.5859959125518799,2021-11-10 10:22:00,1636561841.0211515
1,1,1,experiment,standing,1,41,switch,congruant,dashed,square,yellow,right,right,yes,0.7687389850616455,2021-11-10 10:22:00,1636561843.1450176
1,1,1,experiment,standing,1,42,noswitch,congruant,dashed,square,blue,right,right,yes,0.5280640125274658,2021-11-10 10:22:00,1636561845.0358682
1,1,1,experiment,standing,1,43,switch,congruant,solid,square,yellow,right,right,yes,0.7229390144348145,2021-11-10 10:22:00,1636561847.1041064
1,1,1,experiment,standing,1,44,noswitch,incongruant,solid,square,blue,right,left,no,0.6177389621734619,2021-11-10 10:22:00,1636561849.0527363
1,1,1,experiment,standing,1,45,noswitch,congruant,solid,square,blue,left,left,yes,1.4588608741760254,2021-11-10 10:22:00,1636561856.8266144
1,1,1,experiment,standing,1,46,switch,congruant,dashed,triangle,yellow,left,left,yes,0.5210740566253662,2021-11-10 10:22:00,1636561858.6565504
1,1,1,experiment,standing,1,47,noswitch,congruant,dashed,triangle,yellow,left,left,yes,0.4004201889038086,2021-11-10 10:22:00,1636561860.3680089
1,1,1,experiment,standing,1,48,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.4413750171661377,2021-11-10 10:22:00,1636561862.1410365
1,1,1,experiment,standing,1,49,switch,congruant,solid,square,blue,left,left,yes,0.4061441421508789,2021-11-10 10:22:00,1636561863.9132836
1,1,1,experiment,standing,2,1,buffer,buffer,dashed,square,yellow,right,right,yes,0.7839510440826416,2021-11-10 10:22:00,1636561917.388801
1,1,1,experiment,standing,2,2,switch,congruant,solid,triangle,yellow,right,right,yes,1.0284171104431152,2021-11-10 10:22:00,1636561919.7517018
1,1,1,experiment,standing,2,3,switch,congruant,dashed,square,yellow,right,right,yes,0.9222869873046876,2021-11-10 10:22:00,1636561922.0577283
1,1,1,experiment,standing,2,4,noswitch,congruant,dashed,square,blue,right,right,yes,0.4736409187316894,2021-11-10 10:22:00,1636561923.8867726
1,1,1,experiment,standing,2,5,noswitch,congruant,dashed,square,blue,right,right,yes,0.3887879848480224,2021-11-10 10:22:00,1636561925.657766
1,1,1,experiment,standing,2,6,noswitch,incongruant,dashed,triangle,blue,left,left,yes,0.5810389518737793,2021-11-10 10:22:00,1636561927.6112788
1,1,1,experiment,standing,2,7,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.4541401863098144,2021-11-10 10:22:00,1636561929.44476
1,1,1,experiment,standing,2,8,switch,congruant,solid,triangle,yellow,right,right,yes,0.4644818305969238,2021-11-10 10:22:00,1636561931.2752523
1,1,1,experiment,standing,2,9,switch,congruant,dashed,square,blue,right,right,yes,0.7307100296020508,2021-11-10 10:22:00,1636561933.3428702
1,1,1,experiment,standing,2,10,switch,incongruant,solid,square,blue,left,left,yes,0.8824119567871094,2021-11-10 10:22:00,1636561935.5887856
1,1,1,experiment,standing,2,11,switch,incongruant,dashed,square,blue,right,right,yes,1.3175601959228516,2021-11-10 10:22:00,1636561938.2560906
1,1,1,experiment,standing,2,12,noswitch,incongruant,dashed,triangle,blue,left,left,yes,0.9148540496826172,2021-11-10 10:22:00,1636561940.5012398
1,1,1,experiment,standing,2,13,switch,congruant,solid,square,blue,left,left,yes,1.3117539882659912,2021-11-10 10:22:00,1636561943.1601386
1,1,1,experiment,standing,2,14,noswitch,congruant,solid,square,blue,left,left,yes,0.7090520858764648,2021-11-10 10:22:00,1636561945.2274325
1,1,1,experiment,standing,2,15,noswitch,incongruant,solid,triangle,yellow,right,right,yes,0.7835710048675537,2021-11-10 10:22:00,1636561947.354957
1,1,1,experiment,standing,2,16,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.467357873916626,2021-11-10 10:22:00,1636561949.1837354
1,1,1,experiment,standing,2,17,noswitch,congruant,solid,triangle,blue,left,left,yes,0.4625530242919922,2021-11-10 10:22:00,1636561950.9548662
1,1,1,experiment,standing,2,18,switch,incongruant,dashed,square,yellow,right,right,yes,1.3376290798187256,2021-11-10 10:22:00,1636561953.6752326
1,1,1,experiment,standing,2,19,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,1.0733211040496826,2021-11-10 10:22:00,1636561956.1013963
1,1,1,experiment,standing,2,20,noswitch,incongruant,dashed,square,blue,right,right,yes,0.5002808570861816,2021-11-10 10:22:00,1636561957.9314878
1,1,1,experiment,standing,2,21,noswitch,congruant,dashed,square,yellow,right,right,yes,1.2272870540618896,2021-11-10 10:22:00,1636561960.531842
1,1,1,experiment,standing,2,22,switch,incongruant,solid,triangle,blue,left,left,yes,0.4705238342285156,2021-11-10 10:22:00,1636561962.3638797
1,1,1,experiment,standing,2,23,noswitch,incongruant,solid,square,yellow,right,right,yes,0.9644570350646972,2021-11-10 10:22:00,1636561964.670819
1,1,1,experiment,standing,2,24,switch,congruant,dashed,square,yellow,right,right,yes,0.775568962097168,2021-11-10 10:22:00,1636561966.7970414
1,1,1,experiment,standing,2,25,switch,congruant,solid,square,yellow,right,right,yes,1.0083749294281006,2021-11-10 10:22:00,1636561969.1595964
1,1,1,experiment,standing,2,26,noswitch,congruant,solid,square,yellow,right,right,yes,1.4053590297698977,2021-11-10 10:22:00,1636561971.9370456
1,1,1,experiment,standing,2,27,noswitch,congruant,solid,square,yellow,right,right,yes,0.408607006072998,2021-11-10 10:22:00,1636561973.708147
1,1,1,experiment,standing,2,28,switch,incongruant,dashed,triangle,yellow,left,left,yes,0.660452127456665,2021-11-10 10:22:00,1636561975.7208369
1,1,1,experiment,standing,2,29,switch,incongruant,solid,square,yellow,right,right,yes,0.9260210990905762,2021-11-10 10:22:00,1636561978.024411
1,1,1,experiment,standing,2,30,switch,incongruant,dashed,triangle,yellow,timeout,left,no,,2021-11-10 10:22:00,1636561980.8020878
1,1,1,experiment,standing,2,31,switch,incongruant,solid,triangle,yellow,left,right,no,1.2601220607757568,2021-11-10 10:22:00,1636561988.3914783
1,1,1,experiment,standing,2,32,switch,incongruant,dashed,triangle,blue,left,left,yes,0.4484729766845703,2021-11-10 10:22:00,1636561995.160348
1,1,1,experiment,standing,2,33,switch,incongruant,solid,triangle,yellow,right,right,yes,0.3713550567626953,2021-11-10 10:22:00,1636561996.8760505
1,1,1,experiment,standing,2,34,switch,incongruant,dashed,triangle,yellow,left,left,yes,1.1588609218597412,2021-11-10 10:22:00,1636561999.355682
1,1,1,experiment,standing,2,35,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.3445520401000976,2021-11-10 10:22:00,1636562001.0077407
1,1,1,experiment,standing,2,36,noswitch,congruant,dashed,triangle,yellow,left,left,yes,0.4608440399169922,2021-11-10 10:22:00,1636562002.778641
1,1,1,experiment,standing,2,37,noswitch,congruant,dashed,triangle,blue,left,left,yes,1.2264399528503418,2021-11-10 10:22:00,1636562005.3211715
1,1,1,experiment,standing,2,38,switch,congruant,solid,square,blue,left,left,yes,1.0193579196929932,2021-11-10 10:22:00,1636562007.6848824
1,1,1,experiment,standing,2,39,noswitch,congruant,solid,triangle,blue,left,left,yes,0.6556780338287354,2021-11-10 10:22:00,1636562009.693494
1,1,1,experiment,standing,2,40,switch,congruant,dashed,triangle,yellow,left,left,yes,0.4063389301300049,2021-11-10 10:22:00,1636562011.4637306
1,1,1,experiment,standing,2,41,switch,congruant,solid,triangle,blue,timeout,left,no,,2021-11-10 10:22:00,1636562014.1827233
1,1,1,experiment,standing,2,42,noswitch,congruant,solid,square,blue,left,left,yes,1.08610200881958,2021-11-10 10:22:00,1636562021.5967646
1,1,1,experiment,standing,2,43,noswitch,congruant,solid,square,blue,left,left,yes,0.3733980655670166,2021-11-10 10:22:00,1636562023.3091526
1,1,1,experiment,standing,2,44,noswitch,incongruant,solid,square,yellow,right,right,yes,0.3863389492034912,2021-11-10 10:22:00,1636562025.0837388
1,1,1,experiment,standing,2,45,switch,incongruant,dashed,triangle,blue,left,left,yes,0.5131449699401855,2021-11-10 10:22:00,1636562026.9136958
1,1,1,experiment,standing,2,46,switch,incongruant,solid,triangle,yellow,right,right,yes,0.4326000213623047,2021-11-10 10:22:00,1636562028.6893609
1,1,1,experiment,standing,2,47,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.5467028617858887,2021-11-10 10:22:00,1636562030.5799634
1,1,1,experiment,standing,2,48,switch,incongruant,dashed,square,blue,right,right,yes,1.0822269916534424,2021-11-10 10:22:00,1636562033.0047655
1,1,1,experiment,standing,2,49,noswitch,congruant,dashed,square,yellow,right,right,yes,0.3075950145721435,2021-11-10 10:22:00,1636562034.6560717
1,1,1,experiment,standing,3,1,buffer,buffer,solid,square,blue,left,left,yes,1.3210210800170898,2021-11-10 10:22:00,1636562052.8370397
1,1,1,experiment,standing,3,2,noswitch,incongruant,solid,square,yellow,right,right,yes,0.510826826095581,2021-11-10 10:22:00,1636562054.7317417
1,1,1,experiment,standing,3,3,switch,congruant,dashed,square,blue,right,right,yes,0.721444845199585,2021-11-10 10:22:00,1636562056.79975
1,1,1,experiment,standing,3,4,switch,incongruant,solid,square,blue,left,left,yes,0.821382999420166,2021-11-10 10:22:00,1636562058.9886117
1,1,1,experiment,standing,3,5,noswitch,congruant,solid,square,blue,left,left,yes,0.5244960784912109,2021-11-10 10:22:00,1636562060.8778152
1,1,1,experiment,standing,3,6,switch,congruant,dashed,triangle,yellow,left,left,yes,0.7319519519805908,2021-11-10 10:22:00,1636562062.9452574
1,1,1,experiment,standing,3,7,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.5713138580322266,2021-11-10 10:22:00,1636562064.8365514
1,1,1,experiment,standing,3,8,switch,incongruant,solid,triangle,yellow,right,right,yes,0.3912420272827148,2021-11-10 10:22:00,1636562066.610996
1,1,1,experiment,standing,3,9,noswitch,incongruant,solid,triangle,blue,left,left,yes,1.1526780128479004,2021-11-10 10:22:00,1636562069.0923903
1,1,1,experiment,standing,3,10,switch,incongruant,dashed,square,yellow,right,right,yes,0.6558749675750732,2021-11-10 10:22:00,1636562071.1022234
1,1,1,experiment,standing,3,11,noswitch,incongruant,dashed,triangle,blue,left,left,yes,0.8455450534820557,2021-11-10 10:22:00,1636562073.292292
1,1,1,experiment,standing,3,12,noswitch,congruant,dashed,triangle,yellow,left,left,yes,0.6064150333404541,2021-11-10 10:22:00,1636562075.2405844
1,1,1,experiment,standing,3,13,switch,incongruant,solid,square,yellow,right,right,yes,0.6402299404144287,2021-11-10 10:22:00,1636562077.249845
1,1,1,experiment,standing,3,14,noswitch,congruant,solid,square,yellow,right,right,yes,0.8772380352020264,2021-11-10 10:22:00,1636562079.4954307
1,1,1,experiment,standing,3,15,noswitch,incongruant,solid,square,blue,left,left,yes,0.4390730857849121,2021-11-10 10:22:00,1636562081.267702
1,1,1,experiment,standing,3,16,switch,incongruant,dashed,square,yellow,right,right,yes,0.6210019588470459,2021-11-10 10:22:00,1636562083.276717
1,1,1,experiment,standing,3,17,noswitch,congruant,dashed,square,blue,right,right,yes,0.7652430534362793,2021-11-10 10:22:00,1636562085.373471
1,1,1,experiment,standing,3,18,noswitch,congruant,dashed,square,yellow,right,right,yes,0.3679060935974121,2021-11-10 10:22:00,1636562087.0864742
1,1,1,experiment,standing,3,19,noswitch,congruant,dashed,square,blue,right,right,yes,0.4186761379241943,2021-11-10 10:22:00,1636562088.8580832
1,1,1,experiment,standing,3,20,switch,congruant,solid,triangle,yellow,right,right,yes,0.7985060214996338,2021-11-10 10:22:00,1636562090.9859016
1,1,1,experiment,standing,3,21,switch,congruant,dashed,square,blue,right,right,yes,0.7883701324462891,2021-11-10 10:22:00,1636562093.1133597
1,1,1,experiment,standing,3,22,noswitch,congruant,dashed,square,yellow,right,right,yes,1.1396028995513916,2021-11-10 10:22:00,1636562095.5965917
1,1,1,experiment,standing,3,23,noswitch,incongruant,dashed,triangle,blue,left,left,yes,0.5510399341583252,2021-11-10 10:22:00,1636562097.4927557
1,1,1,experiment,standing,3,24,noswitch,congruant,dashed,triangle,yellow,left,left,yes,0.3548829555511474,2021-11-10 10:22:00,1636562099.2034502
1,1,1,experiment,standing,3,25,noswitch,congruant,dashed,triangle,yellow,left,left,yes,0.2764818668365478,2021-11-10 10:22:00,1636562100.7973154
1,1,1,experiment,standing,3,26,switch,incongruant,solid,triangle,yellow,right,right,yes,0.9499959945678712,2021-11-10 10:22:00,1636562103.108951
1,1,1,experiment,standing,3,27,switch,incongruant,dashed,triangle,blue,left,left,yes,0.6658999919891357,2021-11-10 10:22:00,1636562105.1187782
1,1,1,experiment,standing,3,28,switch,incongruant,solid,square,yellow,timeout,right,no,,2021-11-10 10:22:00,1636562107.8948822
1,1,1,experiment,standing,3,29,switch,congruant,dashed,square,blue,right,right,yes,1.253486156463623,2021-11-10 10:22:00,1636562115.4903529
1,1,1,experiment,standing,3,30,switch,incongruant,solid,triangle,blue,left,left,yes,0.4964220523834228,2021-11-10 10:22:00,1636562117.3196738
1,1,1,experiment,standing,3,31,switch,incongruant,dashed,square,blue,right,right,yes,0.3256649971008301,2021-11-10 10:22:00,1636562119.0342162
1,1,1,experiment,standing,3,32,switch,congruant,solid,triangle,yellow,right,right,yes,1.2140119075775146,2021-11-10 10:22:00,1636562121.5744765
1,1,1,experiment,standing,3,33,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.3538260459899902,2021-11-10 10:22:00,1636562123.2871644
1,1,1,experiment,standing,3,34,switch,congruant,dashed,triangle,yellow,left,left,yes,1.0622520446777344,2021-11-10 10:22:00,1636562125.7096434
1,1,1,experiment,standing,3,35,switch,congruant,solid,triangle,blue,left,left,yes,0.3444831371307373,2021-11-10 10:22:00,1636562127.3620436
1,1,1,experiment,standing,3,36,noswitch,congruant,solid,triangle,blue,left,left,yes,0.3120069503784179,2021-11-10 10:22:00,1636562129.0146997
1,1,1,experiment,standing,3,37,switch,congruant,dashed,triangle,blue,right,left,no,0.8972690105438232,2021-11-10 10:22:00,1636562131.2615397
1,1,1,experiment,standing,3,38,noswitch,incongruant,dashed,square,yellow,timeout,right,no,,2021-11-10 10:22:00,1636562139.033104
1,1,1,experiment,standing,3,39,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.5199081897735596,2021-11-10 10:22:00,1636562145.9173913
1,1,1,experiment,standing,3,40,switch,congruant,solid,square,blue,left,left,yes,0.6011888980865479,2021-11-10 10:22:00,1636562147.8667068
1,1,1,experiment,standing,3,41,noswitch,incongruant,solid,square,yellow,right,right,yes,0.5425357818603516,2021-11-10 10:22:00,1636562149.7591934
1,1,1,experiment,standing,3,42,noswitch,congruant,solid,square,yellow,right,right,yes,0.519273042678833,2021-11-10 10:22:00,1636562151.6491313
1,1,1,experiment,standing,3,43,switch,incongruant,dashed,triangle,blue,left,left,yes,1.2758028507232666,2021-11-10 10:22:00,1636562154.2512815
1,1,1,experiment,standing,3,44,switch,incongruant,solid,triangle,yellow,right,right,yes,0.9922139644622804,2021-11-10 10:22:00,1636562156.614395
1,1,1,experiment,standing,3,45,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.4997141361236572,2021-11-10 10:22:00,1636562158.445202
1,1,1,experiment,standing,3,46,noswitch,incongruant,solid,triangle,yellow,right,right,yes,0.959315061569214,2021-11-10 10:22:00,1636562160.752209
1,1,1,experiment,standing,3,47,switch,congruant,dashed,square,yellow,right,right,yes,0.4864580631256103,2021-11-10 10:22:00,1636562162.5826533
1,1,1,experiment,standing,3,48,switch,incongruant,solid,square,blue,left,left,yes,0.4560830593109131,2021-11-10 10:22:00,1636562164.3542006
1,1,1,experiment,standing,3,49,noswitch,congruant,solid,square,blue,left,left,yes,0.4163551330566406,2021-11-10 10:22:00,1636562166.1259763
1,1,1,experiment,standing,4,1,buffer,buffer,solid,triangle,blue,left,left,yes,0.760483980178833,2021-11-10 10:22:00,1636562177.1106036
1,1,1,experiment,standing,4,2,switch,congruant,dashed,triangle,yellow,left,left,yes,0.7487208843231201,2021-11-10 10:22:00,1636562179.1797056
1,1,1,experiment,standing,4,3,switch,incongruant,solid,triangle,yellow,right,right,yes,0.4733369350433349,2021-11-10 10:22:00,1636562181.0130415
1,1,1,experiment,standing,4,4,noswitch,congruant,solid,square,yellow,right,right,yes,0.4130301475524902,2021-11-10 10:22:00,1636562182.7850692
1,1,1,experiment,standing,4,5,noswitch,incongruant,solid,triangle,blue,left,left,yes,0.4627218246459961,2021-11-10 10:22:00,1636562184.5557697
1,1,1,experiment,standing,4,6,noswitch,congruant,solid,square,blue,left,left,yes,0.4468801021575928,2021-11-10 10:22:00,1636562186.3266006
1,1,1,experiment,standing,4,7,noswitch,incongruant,solid,square,yellow,right,right,yes,0.4121439456939697,2021-11-10 10:22:00,1636562188.1026397
1,1,1,experiment,standing,4,8,switch,incongruant,dashed,triangle,blue,left,left,yes,0.5793819427490234,2021-11-10 10:22:00,1636562190.055045
1,1,1,experiment,standing,4,9,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.7847411632537842,2021-11-10 10:22:00,1636562192.183967
1,1,1,experiment,standing,4,10,switch,congruant,solid,triangle,yellow,right,right,yes,0.5697770118713379,2021-11-10 10:22:00,1636562194.1313982
1,1,1,experiment,standing,4,11,switch,incongruant,dashed,triangle,yellow,right,left,no,0.5626299381256104,2021-11-10 10:22:00,1636562196.0217223
1,1,1,experiment,standing,4,12,switch,incongruant,solid,square,yellow,right,right,yes,0.7503681182861328,2021-11-10 10:22:00,1636562203.145628
1,1,1,experiment,standing,4,13,noswitch,incongruant,solid,square,blue,left,left,yes,0.5196840763092041,2021-11-10 10:22:00,1636562205.038736
1,1,1,experiment,standing,4,14,noswitch,congruant,solid,square,blue,left,left,yes,0.8997061252593994,2021-11-10 10:22:00,1636562207.284232
1,1,1,experiment,standing,4,15,noswitch,congruant,solid,triangle,blue,left,left,yes,0.6859090328216553,2021-11-10 10:22:00,1636562209.2928066
1,1,1,experiment,standing,4,16,switch,incongruant,dashed,square,blue,right,right,yes,0.6733758449554443,2021-11-10 10:22:00,1636562211.3014176
1,1,1,experiment,standing,4,17,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,1.1151940822601318,2021-11-10 10:22:00,1636562213.7858896
1,1,1,experiment,standing,4,18,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.4651010036468506,2021-11-10 10:22:00,1636562215.6189227
1,1,1,experiment,standing,4,19,switch,congruant,solid,square,yellow,timeout,right,no,,2021-11-10 10:22:00,1636562218.3954563
1,1,1,experiment,standing,4,20,switch,congruant,dashed,square,blue,right,right,yes,0.6586229801177979,2021-11-10 10:22:00,1636562225.391435
1,1,1,experiment,standing,4,21,switch,congruant,solid,triangle,yellow,right,right,yes,0.3466250896453857,2021-11-10 10:22:00,1636562227.1049552
1,1,1,experiment,standing,4,22,switch,incongruant,dashed,triangle,yellow,left,left,yes,1.155891180038452,2021-11-10 10:22:00,1636562229.587278
1,1,1,experiment,standing,4,23,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.3907070159912109,2021-11-10 10:22:00,1636562231.2977476
1,1,1,experiment,standing,4,24,switch,incongruant,solid,triangle,yellow,right,right,yes,0.5710790157318115,2021-11-10 10:22:00,1636562233.249009
1,1,1,experiment,standing,4,25,noswitch,incongruant,solid,square,blue,left,left,yes,0.4306440353393554,2021-11-10 10:22:00,1636562235.022611
1,1,1,experiment,standing,4,26,switch,congruant,dashed,triangle,yellow,left,left,yes,0.342303991317749,2021-11-10 10:22:00,1636562236.6752405
1,1,1,experiment,standing,4,27,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.6222021579742432,2021-11-10 10:22:00,1636562238.6245732
1,1,1,experiment,standing,4,28,switch,congruant,solid,square,blue,left,left,yes,1.0915520191192627,2021-11-10 10:22:00,1636562241.0455258
1,1,1,experiment,standing,4,29,noswitch,incongruant,solid,square,yellow,right,right,yes,0.5613059997558594,2021-11-10 10:22:00,1636562242.9959135
1,1,1,experiment,standing,4,30,switch,congruant,dashed,square,blue,right,right,yes,0.6083250045776367,2021-11-10 10:22:00,1636562244.9463334
1,1,1,experiment,standing,4,31,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.4967429637908935,2021-11-10 10:22:00,1636562246.7770543
1,1,1,experiment,standing,4,32,switch,congruant,solid,triangle,blue,left,left,yes,0.3073711395263672,2021-11-10 10:22:00,1636562248.429686
1,1,1,experiment,standing,4,33,noswitch,congruant,solid,triangle,blue,left,left,yes,0.8317468166351318,2021-11-10 10:22:00,1636562250.6171625
1,1,1,experiment,standing,4,34,switch,congruant,dashed,triangle,blue,left,left,yes,0.6727440357208252,2021-11-10 10:22:00,1636562252.6272607
1,1,1,experiment,standing,4,35,noswitch,incongruant,dashed,square,blue,right,right,yes,0.6462948322296143,2021-11-10 10:22:00,1636562254.6362002
1,1,1,experiment,standing,4,36,noswitch,incongruant,dashed,triangle,blue,left,left,yes,0.39556884765625,2021-11-10 10:22:00,1636562256.3473296
1,1,1,experiment,standing,4,37,switch,incongruant,solid,square,yellow,right,right,yes,0.4961562156677246,2021-11-10 10:22:00,1636562258.178214
1,1,1,experiment,standing,4,38,noswitch,congruant,solid,triangle,yellow,right,right,yes,0.3405230045318603,2021-11-10 10:22:00,1636562259.8899274
1,1,1,experiment,standing,4,39,switch,congruant,dashed,square,yellow,right,right,yes,0.5128011703491211,2021-11-10 10:22:00,1636562261.781496
1,1,1,experiment,standing,4,40,switch,congruant,solid,triangle,yellow,right,right,yes,1.2944130897521973,2021-11-10 10:22:00,1636562264.4426434
1,1,1,experiment,standing,4,41,switch,incongruant,dashed,triangle,blue,left,left,yes,0.4701390266418457,2021-11-10 10:22:00,1636562266.275506
1,1,1,experiment,standing,4,42,noswitch,incongruant,dashed,square,blue,right,right,yes,0.4466509819030761,2021-11-10 10:22:00,1636562268.109516
1,1,1,experiment,standing,4,43,noswitch,congruant,dashed,square,blue,right,right,yes,0.5366408824920654,2021-11-10 10:22:00,1636562269.9994085
1,1,1,experiment,standing,4,44,noswitch,congruant,dashed,square,yellow,right,right,yes,0.5369448661804199,2021-11-10 10:22:00,1636562271.8891952
