participant,session,condition,trialType,posture,blockNum,trialNum,switchTrialType,congruantTrialType,cueType,shapeType,shapeColor,response,correctResponse,correct,reactionTime,date,utcTime,jointHeadDisplacement,jointTorsoDisplacement
3,1,3,experiment,sitting,3,34,switch,congruant,solid,square,blue,right,right,yes,0.6845409870147705,2021-11-10 12:20:00,1636569748.4774015,0.9024434135216198,1.8939593510167794
3,1,3,experiment,sitting,3,35,switch,incongruant,dashed,triangle,yellow,left,left,yes,0.5886650085449219,2021-11-10 12:20:00,1636569750.431967,0.9307064734880589,1.9028669297777843
3,1,3,experiment,sitting,3,36,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.7328240871429443,2021-11-10 12:20:00,1636569752.501508,0.8575790087006614,2.2302853958707853
3,1,3,experiment,sitting,3,37,switch,incongruant,solid,triangle,yellow,left,left,yes,0.5615329742431641,2021-11-10 12:20:00,1636569754.40028,0.9157657511224795,3.2125858102641995
3,1,3,experiment,sitting,3,38,noswitch,incongruant,solid,triangle,blue,right,right,yes,0.5660378932952881,2021-11-10 12:20:00,1636569756.3562226,1.0072708789627534,4.515271256065858
3,1,3,experiment,sitting,3,39,noswitch,incongruant,solid,triangle,yellow,left,left,yes,0.6843569278717041,2021-11-10 12:20:00,1636569758.366595,1.3041223345178266,3.7109717579013246
3,1,3,experiment,sitting,3,40,switch,congruant,dashed,triangle,blue,left,left,yes,0.5359899997711182,2021-11-10 12:20:00,1636569760.258121,1.0517072513552217,3.8600853109450233
3,1,3,experiment,sitting,3,41,switch,incongruant,solid,triangle,blue,right,right,yes,1.0314891338348389,2021-11-10 12:20:00,1636569762.6242752,1.2393964743480599,3.154918328923879
3,1,3,experiment,sitting,3,42,switch,incongruant,dashed,triangle,blue,left,left,yes,0.4409399032592773,2021-11-10 12:20:00,1636569764.3998857,0.9278476374577377,3.7014946344110586
3,1,3,experiment,sitting,3,43,switch,incongruant,solid,square,blue,right,right,yes,0.6194028854370117,2021-11-10 12:20:00,1636569766.3513167,0.9444988100873454,3.074984631136688
3,1,3,experiment,sitting,3,44,switch,congruant,dashed,square,yellow,right,right,yes,1.024833917617798,2021-11-10 12:20:00,1636569768.7181735,1.0071108787562912,3.065283687732964
3,1,3,experiment,sitting,3,45,noswitch,congruant,dashed,square,blue,right,right,yes,0.5367140769958496,2021-11-10 12:20:00,1636569770.610757,1.0299136129840962,3.6765752965852014
3,1,3,experiment,sitting,3,46,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,1.3209960460662842,2021-11-10 12:20:00,1636569773.2780936,0.9692889719207392,3.6387603234866877
3,1,3,experiment,sitting,3,47,switch,incongruant,solid,square,blue,right,right,yes,0.5402238368988037,2021-11-10 12:20:00,1636569775.1750703,1.284397251467328,4.3344641586016746
3,1,3,experiment,sitting,3,48,noswitch,congruant,solid,square,blue,right,right,yes,0.571026086807251,2021-11-10 12:20:00,1636569777.126799,1.1179875779934831,4.55332062494267
3,1,3,experiment,sitting,3,49,switch,incongruant,dashed,triangle,blue,left,left,yes,0.4065930843353271,2021-11-10 12:20:00,1636569778.9040422,1.2891284948350832,4.357673190910834
3,1,3,experiment,sitting,4,1,buffer,buffer,solid,triangle,blue,right,right,yes,1.023123025894165,2021-11-10 12:20:00,1636569791.095952,1.1672624270858587,3.832322065522298
3,1,3,experiment,sitting,4,2,noswitch,incongruant,solid,square,yellow,left,left,yes,0.7591540813446045,2021-11-10 12:20:00,1636569793.166741,1.1352686024005156,5.605502237176245
3,1,3,experiment,sitting,4,3,switch,congruant,dashed,triangle,yellow,left,left,yes,0.3853888511657715,2021-11-10 12:20:00,1636569794.8805845,1.4124730423357217,2.2130802666365756
3,1,3,experiment,sitting,4,4,switch,incongruant,solid,triangle,blue,right,right,yes,0.663459062576294,2021-11-10 12:20:00,1636569796.8941257,0.8460870371593926,3.6562627290838576
3,1,3,experiment,sitting,4,5,switch,congruant,dashed,square,blue,right,right,yes,0.8100321292877197,2021-11-10 12:20:00,1636569799.0829463,1.1621203471888517,2.866398159800221
3,1,3,experiment,sitting,4,6,switch,incongruant,solid,square,yellow,left,left,yes,0.7120800018310547,2021-11-10 12:20:00,1636569801.1552105,1.176291147346528,4.846058368304297
3,1,3,experiment,sitting,4,7,noswitch,incongruant,solid,triangle,blue,right,right,yes,0.7859809398651123,2021-11-10 12:20:00,1636569803.2871988,1.0988171155916906,3.945694854424031
3,1,3,experiment,sitting,4,8,switch,incongruant,dashed,triangle,blue,left,left,yes,0.3986110687255859,2021-11-10 12:20:00,1636569805.0053651,1.262833786056535,3.303456374080749
3,1,3,experiment,sitting,4,9,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.9675509929656982,2021-11-10 12:20:00,1636569807.3133702,1.178224003588032,4.33398300903897
3,1,3,experiment,sitting,4,10,switch,incongruant,solid,triangle,blue,right,right,yes,0.7683999538421631,2021-11-10 12:20:00,1636569809.4469287,1.0922652447179053,2.282732868172693
3,1,3,experiment,sitting,4,11,noswitch,incongruant,solid,square,yellow,right,left,no,0.8031911849975586,2021-11-10 12:20:00,1636569811.6368687,1.192611500825402,5.2895149379773185
3,1,3,experiment,sitting,4,12,switch,congruant,dashed,triangle,yellow,left,left,yes,0.6932380199432373,2021-11-10 12:20:00,1636569818.622768,1.0053798014093767,5.035004246148095
3,1,3,experiment,sitting,4,13,switch,congruant,solid,triangle,yellow,left,left,yes,0.4865579605102539,2021-11-10 12:20:00,1636569820.4541974,1.3251639383130638,4.733214639417233
3,1,3,experiment,sitting,4,14,noswitch,congruant,solid,triangle,yellow,left,left,yes,0.6723771095275879,2021-11-10 12:20:00,1636569822.4647915,1.0546940145848251,6.409534257099627
3,1,3,experiment,sitting,4,15,switch,incongruant,dashed,square,yellow,right,right,yes,0.6247198581695557,2021-11-10 12:20:00,1636569824.4805858,1.0759879893572302,4.575212088733446
3,1,3,experiment,sitting,4,16,switch,incongruant,solid,square,yellow,left,left,yes,0.7828969955444336,2021-11-10 12:20:00,1636569826.6137457,1.149827452645572,2.745344712025628
3,1,3,experiment,sitting,4,17,noswitch,incongruant,solid,square,blue,right,right,yes,0.6423079967498779,2021-11-10 12:20:00,1636569828.6259172,1.1178888460968672,4.020932290945857
3,1,3,experiment,sitting,4,18,noswitch,incongruant,solid,triangle,yellow,left,left,yes,0.7263579368591309,2021-11-10 12:20:00,1636569830.697853,1.1855710424203316,4.470467819409724
3,1,3,experiment,sitting,4,19,switch,congruant,dashed,triangle,blue,left,left,yes,0.6032650470733643,2021-11-10 12:20:00,1636569832.6488686,1.164216966077676,4.1569860395531375
3,1,3,experiment,sitting,4,20,switch,congruant,solid,square,yellow,left,left,yes,0.7787351608276367,2021-11-10 12:20:00,1636569834.7769957,1.159981041940864,3.767042020005636
3,1,3,experiment,sitting,4,21,switch,incongruant,dashed,square,blue,right,right,yes,0.6851921081542969,2021-11-10 12:20:00,1636569836.8463683,1.4072246546085052,3.7069570095638906
3,1,3,experiment,sitting,4,22,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.6169350147247314,2021-11-10 12:20:00,1636569838.7990527,1.0879982582550038,5.454044543246667
3,1,3,experiment,sitting,4,23,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.6146240234375,2021-11-10 12:20:00,1636569840.74811,1.105015765931128,3.2955124321800624
3,1,3,experiment,sitting,4,24,switch,incongruant,solid,square,blue,right,right,yes,0.7234158515930176,2021-11-10 12:20:00,1636569842.8210733,1.1011353849816765,4.4194051702372565
3,1,3,experiment,sitting,4,25,noswitch,congruant,solid,square,blue,right,right,yes,0.5747349262237549,2021-11-10 12:20:00,1636569844.7733104,1.0889432229436935,4.627016317380323
3,1,3,experiment,sitting,4,26,noswitch,congruant,solid,triangle,blue,right,right,yes,0.702164888381958,2021-11-10 12:20:00,1636569846.8427596,1.26605160424772,4.988315048254102
3,1,3,experiment,sitting,4,27,switch,congruant,dashed,square,yellow,right,right,yes,0.6406619548797607,2021-11-10 12:20:00,1636569848.8533523,1.154875852142337,4.099094903351653
3,1,3,experiment,sitting,4,28,noswitch,congruant,dashed,square,blue,right,right,yes,1.039096117019653,2021-11-10 12:20:00,1636569851.2192445,1.4823997927611967,5.769316009624688
3,1,3,experiment,sitting,4,29,switch,incongruant,solid,triangle,yellow,left,left,yes,1.2029321193695068,2021-11-10 12:20:00,1636569853.7664323,1.1131565304491617,3.958691075709998
3,1,3,experiment,sitting,4,30,switch,congruant,dashed,triangle,blue,right,left,no,0.8135919570922852,2021-11-10 12:20:00,1636569855.9551203,1.1658892460597554,5.924524522419772
3,1,3,experiment,sitting,4,31,switch,congruant,solid,triangle,yellow,left,left,yes,0.9846739768981934,2021-11-10 12:20:00,1636569863.2649584,1.337264684738905,4.554919925488977
3,1,3,experiment,sitting,4,32,switch,incongruant,dashed,square,blue,right,right,yes,0.6651711463928223,2021-11-10 12:20:00,1636569865.2812066,1.1100528028799364,5.383314456772125
3,1,3,experiment,sitting,4,33,noswitch,congruant,dashed,square,blue,right,right,yes,0.4623849391937256,2021-11-10 12:20:00,1636569867.1126242,1.1942632829162898,5.405998616619513
3,1,3,experiment,sitting,4,34,noswitch,congruant,dashed,square,yellow,right,right,yes,0.7393279075622559,2021-11-10 12:20:00,1636569869.1826303,1.2649797160310927,3.274890223818566
3,1,3,experiment,sitting,4,35,switch,congruant,solid,square,blue,left,right,no,1.029670000076294,2021-11-10 12:20:00,1636569871.5486355,0.9918020823798268,4.724215180196713
3,1,3,experiment,sitting,4,36,switch,congruant,dashed,square,blue,right,right,yes,0.6206059455871582,2021-11-10 12:20:00,1636569878.4701848,0.9945832965084364,7.089893579005128
3,1,3,experiment,sitting,4,37,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.6790778636932373,2021-11-10 12:20:00,1636569880.4817672,1.0773211785957928,5.447511068017015
3,1,3,experiment,sitting,4,38,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.6213130950927734,2021-11-10 12:20:00,1636569882.4347289,1.0618360921839471,4.186920753133458
3,1,3,experiment,sitting,4,39,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.3880910873413086,2021-11-10 12:20:00,1636569884.1486282,1.1527664211957753,4.845050703711751
3,1,3,experiment,sitting,4,40,switch,congruant,solid,triangle,yellow,left,left,yes,0.423321008682251,2021-11-10 12:20:00,1636569885.922164,0.9724842269787557,5.3674727941362805
3,1,3,experiment,sitting,4,41,noswitch,incongruant,solid,triangle,blue,right,right,yes,0.4286451339721679,2021-11-10 12:20:00,1636569887.6974182,1.3564763827944943,5.51085154743275
3,1,3,experiment,sitting,4,42,switch,congruant,dashed,square,yellow,right,right,yes,0.6145639419555664,2021-11-10 12:20:00,1636569889.6470892,0.8373336707450267,5.04957776543337
3,1,3,experiment,sitting,4,43,noswitch,incongruant,dashed,triangle,yellow,left,left,yes,0.5880799293518066,2021-11-10 12:20:00,1636569891.5995233,1.2113268437747389,4.714826145976041
3,1,3,experiment,sitting,4,44,noswitch,congruant,dashed,triangle,blue,left,left,yes,0.667539119720459,2021-11-10 12:20:00,1636569893.6114335,1.409625914413865,4.949342913830573
3,1,3,experiment,sitting,4,45,noswitch,incongruant,dashed,square,yellow,right,right,yes,0.6579921245574951,2021-11-10 12:20:00,1636569895.6239293,1.060932885938967,6.160385644421315
3,1,3,experiment,sitting,4,46,switch,incongruant,solid,square,yellow,right,left,no,1.000549077987671,2021-11-10 12:20:00,1636569897.9897273,1.3582827837550475,5.454374965195072
3,1,3,experiment,sitting,4,47,noswitch,incongruant,solid,square,blue,right,right,yes,0.6178369522094727,2021-11-10 12:20:00,1636569904.9155157,1.0745474446159184,6.1326947249931765
3,1,3,experiment,sitting,4,48,noswitch,congruant,solid,square,blue,right,right,yes,0.5526230335235596,2021-11-10 12:20:00,1636569906.8057334,1.2587419144839884,4.24489483201639
3,1,3,experiment,sitting,4,49,noswitch,congruant,solid,triangle,blue,right,right,yes,0.7722899913787842,2021-11-10 12:20:00,1636569908.9344993,1.1306254274876881,3.5493603767867943
4,1,4,experiment,standing,1,1,buffer,buffer,dashed,triangle,blue,timeout,right,no,,2021-11-10 13:18:00,1636572207.9750156,9.932783079632447,13.997391404280659
4,1,4,experiment,standing,1,2,noswitch,congruant,dashed,triangle,yellow,right,right,yes,0.7158401012420654,2021-11-10 13:18:00,1636572215.0323124,9.24170005324297,11.205919958210051
4,1,4,experiment,standing,1,3,noswitch,congruant,dashed,triangle,yellow,right,right,yes,0.6030781269073486,2021-11-10 13:18:00,1636572216.9799926,10.364949390222241,11.541632235993811
4,1,4,experiment,standing,1,4,noswitch,incongruant,dashed,square,yellow,left,left,yes,1.0820698738098145,2021-11-10 13:18:00,1636572219.4050574,5.552498795788543,10.59962967223858
4,1,4,experiment,standing,1,5,switch,incongruant,solid,triangle,blue,right,right,yes,0.6444759368896484,2021-11-10 13:18:00,1636572221.4171057,8.513589116524257,9.897340801585925
4,1,4,experiment,standing,1,6,switch,incongruant,dashed,square,yellow,left,left,yes,0.5159919261932373,2021-11-10 13:18:00,1636572223.2470465,6.868154236411666,8.56999064386846
4,1,4,experiment,standing,1,7,noswitch,incongruant,dashed,triangle,blue,right,right,yes,0.4406518936157226,2021-11-10 13:18:00,1636572225.0193648,4.645673658960026,8.900563211349493
4,1,4,experiment,standing,1,8,noswitch,incongruant,dashed,square,blue,left,left,yes,0.628993034362793,2021-11-10 13:18:00,1636572226.9700398,7.656753785910492,10.855851605010676
4,1,4,experiment,standing,1,9,switch,congruant,solid,triangle,yellow,left,left,yes,0.4414839744567871,2021-11-10 13:18:00,1636572228.740634,6.430489395924649,10.579149723827996
4,1,4,experiment,standing,1,10,noswitch,congruant,solid,triangle,yellow,left,left,yes,0.3892800807952881,2021-11-10 13:18:00,1636572230.452023,5.536907589692395,8.002721151579955
4,1,4,experiment,standing,1,11,switch,congruant,dashed,square,yellow,left,left,yes,0.5678079128265381,2021-11-10 13:18:00,1636572232.342484,5.399569926985642,11.621032202867589
4,1,4,experiment,standing,1,12,noswitch,incongruant,dashed,triangle,blue,right,right,yes,0.3449440002441406,2021-11-10 13:18:00,1636572234.05504,5.174133342435744,8.256791840046489
4,1,4,experiment,standing,1,13,switch,congruant,solid,square,blue,right,right,yes,0.3662879467010498,2021-11-10 13:18:00,1636572235.765081,3.2368953633531894,8.203558168965724
4,1,4,experiment,standing,1,14,noswitch,congruant,solid,triangle,blue,right,right,yes,0.8509879112243652,2021-11-10 13:18:00,1636572237.9526656,6.601539772270778,11.644333973635872
4,1,4,experiment,standing,1,15,noswitch,incongruant,solid,square,yellow,left,left,yes,0.7194018363952637,2021-11-10 13:18:00,1636572240.0204942,9.07439840243844,13.55873978659513
4,1,4,experiment,standing,1,16,noswitch,incongruant,solid,triangle,blue,right,right,yes,0.3686399459838867,2021-11-10 13:18:00,1636572241.7327538,9.050275135851408,13.62024063662317
4,1,4,experiment,standing,1,17,switch,incongruant,dashed,square,blue,left,left,yes,0.6250979900360107,2021-11-10 13:18:00,1636572243.6815548,8.429421060264456,12.694524976678883
4,1,4,experiment,standing,1,18,switch,incongruant,solid,square,blue,left,right,no,0.8890488147735596,2021-11-10 13:18:00,1636572245.924524,5.404624947473155,10.91648353777589
4,1,4,experiment,standing,1,19,switch,incongruant,dashed,square,blue,left,left,yes,0.6116700172424316,2021-11-10 13:18:00,1636572252.8535516,7.649970264593578,9.766095390923285
4,1,4,experiment,standing,1,20,noswitch,incongruant,dashed,triangle,yellow,right,right,yes,0.5680069923400879,2021-11-10 13:18:00,1636572254.8047795,8.363180018468745,13.514850772422115
4,1,4,experiment,standing,1,21,noswitch,congruant,dashed,triangle,yellow,right,right,yes,0.546583890914917,2021-11-10 13:18:00,1636572256.692341,2.963026439543273,7.051624461107207
4,1,4,experiment,standing,1,22,switch,congruant,solid,triangle,blue,right,right,yes,0.4780740737915039,2021-11-10 13:18:00,1636572258.5235834,6.754056313361935,10.992625786895681
4,1,4,experiment,standing,1,23,noswitch,congruant,solid,square,blue,right,right,yes,0.440263032913208,2021-11-10 13:18:00,1636572260.2937791,6.766031880097172,13.68190222329095
4,1,4,experiment,standing,1,24,switch,congruant,dashed,triangle,blue,right,right,yes,0.7399661540985107,2021-11-10 13:18:00,1636572262.3599925,9.750088640902002,13.645168389554055
4,1,4,experiment,standing,1,25,switch,incongruant,solid,square,yellow,left,left,yes,0.4801609516143799,2021-11-10 13:18:00,1636572264.1919694,7.766407182297487,13.141930956188508
4,1,4,experiment,standing,1,26,switch,congruant,dashed,square,blue,left,left,yes,0.5644760131835938,2021-11-10 13:18:00,1636572266.0801418,10.82447756211466,16.49906646171513
4,1,4,experiment,standing,1,27,switch,congruant,solid,square,yellow,left,left,yes,0.8683300018310547,2021-11-10 13:18:00,1636572268.2664497,6.102930829666918,12.905253414545879
4,1,4,experiment,standing,1,28,switch,congruant,dashed,square,yellow,left,left,yes,0.5217559337615967,2021-11-10 13:18:00,1636572270.097587,8.98480559791649,15.42519021638923
4,1,4,experiment,standing,1,29,switch,incongruant,solid,square,blue,right,right,yes,0.4440948963165283,2021-11-10 13:18:00,1636572271.931629,6.031734599712561,11.354490194766749
4,1,4,experiment,standing,1,30,noswitch,incongruant,solid,triangle,yellow,left,left,yes,0.3099498748779297,2021-11-10 13:18:00,1636572273.5856647,5.88974732433396,9.946154205244946
4,1,4,experiment,standing,1,31,switch,congruant,dashed,square,yellow,left,left,yes,0.5503950119018555,2021-11-10 13:18:00,1636572275.472194,9.143254205992259,14.61383783695882
4,1,4,experiment,standing,1,32,noswitch,congruant,dashed,square,blue,left,left,yes,0.5543990135192871,2021-11-10 13:18:00,1636572277.360254,10.191788454184968,14.488649918646077
4,1,4,experiment,standing,1,33,noswitch,incongruant,dashed,triangle,yellow,left,right,no,0.5024449825286865,2021-11-10 13:18:00,1636572279.1897264,10.416361425016875,13.901979429090604
4,1,4,experiment,standing,1,34,switch,incongruant,solid,square,yellow,left,left,yes,1.363722801208496,2021-11-10 13:18:00,1636572286.889537,7.480324548173689,11.832381666916277
4,1,4,experiment,standing,1,35,noswitch,incongruant,solid,square,blue,right,right,yes,0.4829161167144775,2021-11-10 13:18:00,1636572288.7208462,11.545269918985547,12.942730765459117
4,1,4,experiment,standing,1,36,noswitch,congruant,solid,triangle,blue,right,right,yes,0.6036641597747803,2021-11-10 13:18:00,1636572290.6684144,7.694490436548305,12.919489764478318
4,1,4,experiment,standing,1,37,switch,congruant,dashed,triangle,blue,right,right,yes,0.9292128086090088,2021-11-10 13:18:00,1636572292.9725497,8.636899328768195,14.387172913543738
4,1,4,experiment,standing,1,38,switch,congruant,solid,triangle,blue,right,right,yes,0.7465970516204834,2021-11-10 13:18:00,1636572295.0996804,7.374485090837691,12.402305912747066
4,1,4,experiment,standing,1,39,noswitch,incongruant,solid,triangle,yellow,right,left,no,0.7215559482574463,2021-11-10 13:18:00,1636572297.1665096,7.972480759194423,11.3068823325175
4,1,4,experiment,standing,1,40,switch,incongruant,dashed,triangle,blue,right,right,yes,0.856072187423706,2021-11-10 13:18:00,1636572304.3313403,7.899304279943678,12.30547460259518
4,1,4,experiment,standing,1,41,noswitch,congruant,dashed,triangle,yellow,timeout,right,no,,2021-11-10 13:18:00,1636572307.1084146,8.46937915894737,12.965885069518432
4,1,4,experiment,standing,1,42,switch,incongruant,solid,square,yellow,left,left,yes,1.2448580265045166,2021-11-10 13:18:00,1636572314.7018063,8.775206533722793,12.481473102041933
4,1,4,experiment,standing,1,43,switch,congruant,dashed,square,blue,left,left,yes,0.4461901187896728,2021-11-10 13:18:00,1636572316.4731064,5.546083952980984,12.726055284956313
4,1,4,experiment,standing,1,44,switch,congruant,solid,square,yellow,left,left,yes,0.6852719783782959,2021-11-10 13:18:00,1636572318.4811456,7.106923405456503,11.728010418997036
4,1,4,experiment,standing,1,45,noswitch,congruant,solid,triangle,yellow,left,left,yes,0.3997588157653808,2021-11-10 13:18:00,1636572320.190739,6.773179958773431,11.608504861076607
4,1,4,experiment,standing,1,46,noswitch,congruant,solid,triangle,yellow,left,left,yes,0.4716489315032959,2021-11-10 13:18:00,1636572322.0207329,10.834596182906493,15.305216181248193
4,1,4,experiment,standing,1,47,noswitch,incongruant,solid,square,blue,right,right,yes,0.3187179565429687,2021-11-10 13:18:00,1636572323.6744936,6.232682227371508,10.71806523873584
4,1,4,experiment,standing,1,48,switch,incongruant,dashed,square,yellow,left,left,yes,0.5149731636047363,2021-11-10 13:18:00,1636572325.5028944,7.66734376071235,12.333591587648554
4,1,4,experiment,standing,1,49,noswitch,incongruant,dashed,triangle,blue,right,right,yes,0.3925762176513672,2021-11-10 13:18:00,1636572327.2740324,7.257258382069232,11.923115629162103
4,1,4,experiment,standing,2,1,buffer,buffer,solid,triangle,blue,right,right,yes,1.350356101989746,2021-11-10 13:18:00,1636572343.7783716,13.022176591152586,14.009058826749772
4,1,4,experiment,standing,2,2,noswitch,congruant,solid,triangle,blue,right,right,yes,0.3532180786132812,2021-11-10 13:18:00,1636572345.4908593,7.3920736795927935,16.851056667550957
4,1,4,experiment,standing,2,3,switch,congruant,dashed,triangle,blue,right,right,yes,0.7468550205230713,2021-11-10 13:18:00,1636572347.6172493,32.30104581444573,38.7199222414418
4,1,4,experiment,standing,2,4,noswitch,incongruant,dashed,square,blue,left,left,yes,0.4302859306335449,2021-11-10 13:18:00,1636572349.3898275,59.76231628285712,38.01839079221762
4,1,4,experiment,standing,2,5,noswitch,congruant,dashed,square,blue,left,left,yes,0.5326762199401855,2021-11-10 13:18:00,1636572351.2779922,21.763850074771142,28.911525140145457
4,1,4,experiment,standing,2,6,switch,incongruant,solid,square,blue,right,right,yes,0.6298120021820068,2021-11-10 13:18:00,1636572353.292019,24.644348177137598,25.72294911918455
4,1,4,experiment,standing,2,7,switch,incongruant,dashed,square,yellow,left,left,yes,0.4644680023193359,2021-11-10 13:18:00,1636572355.1241446,7.2818542939094435,19.681444553620107
4,1,4,experiment,standing,2,8,noswitch,congruant,dashed,square,blue,left,left,yes,0.6504819393157959,2021-11-10 13:18:00,1636572357.13152,6.593096831124951,16.21646124317448
4,1,4,experiment,standing,2,9,noswitch,incongruant,dashed,triangle,blue,right,right,yes,0.5210721492767334,2021-11-10 13:18:00,1636572359.0268347,8.666737685284644,17.285296026552107
4,1,4,experiment,standing,2,10,noswitch,incongruant,dashed,square,yellow,left,left,yes,0.559337854385376,2021-11-10 13:18:00,1636572360.914069,7.284915623085342,12.966833019500774
4,1,4,experiment,standing,2,11,switch,incongruant,solid,square,blue,right,right,yes,0.4260258674621582,2021-11-10 13:18:00,1636572362.6883297,17.025694201519475,27.639213108191928
4,1,4,experiment,standing,2,12,switch,congruant,dashed,triangle,blue,right,right,yes,0.6792571544647217,2021-11-10 13:18:00,1636572364.6942625,21.465471543366483,19.988694051768118
4,1,4,experiment,standing,2,13,noswitch,incongruant,dashed,square,blue,timeout,left,no,,2021-11-10 13:18:00,1636572367.4721894,18.3999940481005,27.512897125525843
4,1,4,experiment,standing,2,14,switch,incongruant,solid,square,blue,right,right,yes,0.7004499435424805,2021-11-10 13:18:00,1636572374.526454,30.86052195799167,32.6642702455326
4,1,4,experiment,standing,2,15,noswitch,incongruant,solid,square,yellow,left,left,yes,0.4716107845306396,2021-11-10 13:18:00,1636572376.3613143,6.589247657210663,8.816135234310611
4,1,4,experiment,standing,2,16,noswitch,incongruant,solid,triangle,blue,right,right,yes,0.4317388534545898,2021-11-10 13:18:00,1636572378.1360643,7.449711890173474,13.680237412899928
4,1,4,experiment,standing,2,17,noswitch,incongruant,solid,triangle,yellow,right,left,no,0.6055819988250732,2021-11-10 13:18:00,1636572380.085514,7.3825542982365215,10.188649277652043
4,1,4,experiment,standing,2,18,switch,congruant,dashed,square,blue,left,left,yes,0.7323760986328125,2021-11-10 13:18:00,1636572387.1355212,6.127218280438097,7.782699767184575
4,1,4,experiment,standing,2,19,switch,congruant,solid,triangle,yellow,left,left,yes,1.2362799644470217,2021-11-10 13:18:00,1636572389.734139,6.803680520997446,8.690475883909858
4,1,4,experiment,standing,2,20,switch,incongruant,dashed,triangle,yellow,right,right,yes,0.9673528671264648,2021-11-10 13:18:00,1636572392.0366786,7.706833684907821,9.041921973373581
4,1,4,experiment,standing,2,21,noswitch,incongruant,dashed,square,yellow,left,left,yes,0.5726048946380615,2021-11-10 13:18:00,1636572393.9238255,3.5543901546042775,7.223178462665344
4,1,4,experiment,standing,2,22,switch,congruant,solid,square,yellow,left,left,yes,0.3474540710449219,2021-11-10 13:18:00,1636572395.634452,7.363652535669291,11.378543167984144
4,1,4,experiment,standing,2,23,switch,incongruant,dashed,triangle,blue,right,right,yes,0.6292159557342529,2021-11-10 13:18:00,1636572397.646844,5.672056024629085,8.363760966634118
4,1,4,experiment,standing,2,24,switch,incongruant,solid,square,yellow,left,left,yes,0.4500110149383545,2021-11-10 13:18:00,1636572399.4172556,6.673607126423506,11.136105152876555
4,1,4,experiment,standing,2,25,switch,incongruant,dashed,triangle,blue,right,right,yes,0.5877699851989746,2021-11-10 13:18:00,1636572401.3676045,5.483663058142694,8.909619903566362
4,1,4,experiment,standing,2,26,switch,congruant,solid,triangle,blue,right,right,yes,0.8358080387115479,2021-11-10 13:18:00,1636572403.554056,5.1003382006441775,7.088564149786906
4,1,4,experiment,standing,2,27,switch,congruant,dashed,triangle,yellow,right,right,yes,1.0430989265441897,2021-11-10 13:18:00,1636572405.9769003,3.942505242280341,6.422266857622189
4,1,4,experiment,standing,2,28,noswitch,congruant,dashed,triangle,yellow,right,right,yes,1.1103649139404297,2021-11-10 13:18:00,1636572408.4604228,5.275412201474212,7.390635430503874
4,1,4,experiment,standing,2,29,noswitch,incongruant,dashed,square,yellow,left,left,yes,0.7510790824890137,2021-11-10 13:18:00,1636572410.5251153,2.8285994528845246,7.268626871673385
4,1,4,experiment,standing,2,30,switch,congruant,solid,square,yellow,left,left,yes,0.5279901027679443,2021-11-10 13:18:00,1636572412.4133055,6.691568986666641,9.209432774670637
4,1,4,experiment,standing,2,31,noswitch,incongruant,solid,triangle,blue,right,right,yes,0.3770451545715332,2021-11-10 13:18:00,1636572414.1229837,6.103713761994141,10.868711971576552
4,1,4,experiment,standing,2,32,switch,congruant,dashed,triangle,yellow,left,right,no,1.3622369766235352,2021-11-10 13:18:00,1636572416.8426769,5.944730780126018,7.345231546084433
4,1,4,experiment,standing,2,33,noswitch,congruant,dashed,triangle,yellow,right,right,yes,1.0754330158233645,2021-11-10 13:18:00,1636572424.2547154,8.257788771253946,11.877073875929113
4,1,4,experiment,standing,2,34,switch,congruant,solid,square,blue,right,right,yes,1.1080451011657717,2021-11-10 13:18:00,1636572426.7351325,7.732623359573153,12.30822599893385
4,1,4,experiment,standing,2,35,switch,incongruant,dashed,square,blue,left,left,yes,1.3699138164520264,2021-11-10 13:18:00,1636572429.4604344,8.094357329832805,9.021103732623773
4,1,4,experiment,standing,2,36,switch,congruant,solid,square,yellow,timeout,left,no,,2021-11-10 13:18:00,1636572432.2365484,6.69554187884194,8.483587681595882
4,1,4,experiment,standing,2,37,noswitch,congruant,solid,triangle,yellow,timeout,left,no,,2021-11-10 13:18:00,1636572440.0052106,9.764364599527124,15.254006063908918
4,1,4,experiment,standing,2,38,noswitch,congruant,solid,triangle,yellow,timeout,left,no,,2021-11-10 13:18:00,1636572447.769922,10.736853163008659,19.896267997381063
4,1,4,experiment,standing,2,39,noswitch,congruant,solid,triangle,yellow,timeout,left,no,,2021-11-10 13:18:00,1636572455.537042,31.982670247969864,16.734249129921395
4,1,4,experiment,standing,2,40,switch,congruant,dashed,square,yellow,left,left,yes,1.101891040802002,2021-11-10 13:18:00,1636572462.945365,7.004966113385162,8.5892490008362
4,1,4,experiment,standing,2,41,noswitch,congruant,dashed,square,yellow,left,left,yes,0.511167049407959,2021-11-10 13:18:00,1636572464.7742193,5.551576930649937,9.847422517142203
